text,aspects,polarities
"However, I think this place is a good hang out spot.",['AMBIENCE'],['positive']
My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,['RESTAURANT'],['positive']
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,"['DRINKS', 'SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive', 'positive']"
It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,['AMBIENCE'],['positive']
"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",['RESTAURANT'],['positive']
Check this place out!,['RESTAURANT'],['positive']
HIGHLY RECOMMENDED!!!!!,['RESTAURANT'],['positive']
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",['AMBIENCE'],['negative']
"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",['AMBIENCE'],['negative']
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.","['FOOD', 'DRINKS', 'AMBIENCE']","['negative', 'neutral', 'negative']"
Slightly above average wines start at $70+ with only one selection listed at $30+.,['DRINKS'],['negative']
Service is not what one would expect from a joint in this price category.,['SERVICE'],['negative']
"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... ",['SERVICE'],['negative']
Somehow working the italian charm with constant mille grazie does not constitute proper service.,['SERVICE'],['negative']
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","['RESTAURANT', 'FOOD']","['positive', 'negative']"
Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,['FOOD'],['negative']
Fish was overdone.,['FOOD'],['negative']
"Cute place, nice wait staff but would never go there again.","['RESTAURANT', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'negative']"
Someone else recommended the dessert - we also left that.,['FOOD'],['negative']
One of us actually liked the expresso - that's it.,['DRINKS'],['positive']
"Skip this restaurant, it's a big disappointment.",['RESTAURANT'],['negative']
Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,['RESTAURANT'],['positive']
I've never had bad service and the fish is fresh and delicious.,"['SERVICE', 'FOOD']","['positive', 'positive']"
Their tuna tartar appetizer is to die for.,['FOOD'],['positive']
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",['FOOD'],['positive']
It is simply amazing.,['FOOD'],['positive']
The place is so cool and the service is prompt and curtious.,"['SERVICE', 'AMBIENCE']","['positive', 'positive']"
I highly recommend to anyone to give this place a try.,['RESTAURANT'],['positive']
You will find yourself returning quite often.,['RESTAURANT'],['positive']
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,"['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
No gimmicks here -- the food speaks for itself in its freshness and preparation.,['FOOD'],['positive']
The dining room is quietly elegant with no music to shout over -- how refreshing!,['AMBIENCE'],['positive']
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",['SERVICE'],['positive']
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","['AMBIENCE', 'FOOD']","['positive', 'positive']"
Beautiful experience.,['RESTAURANT'],['positive']
The view is breathtaking the service is top notch... the ambiance is wonderfull.,"['LOCATION', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'positive']"
The staff offers impeccable service.,['SERVICE'],['positive']
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,['FOOD'],['positive']
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,['FOOD'],['positive']
It was divine melts in your mouth.,['FOOD'],['positive']
My boyfriend had Prime Rib it was good .,['FOOD'],['positive']
We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,['DRINKS'],['positive']
It's cuz it's so good you need to taste it!!! ,['FOOD'],['positive']
All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,['RESTAURANT'],['positive']
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,['FOOD'],['positive']
If you like spicy food get the chicken vindaloo.,['FOOD'],['positive']
It's very spicy but not offensive.,['FOOD'],['positive']
We will definitely go back.,['RESTAURANT'],['positive']
Go to Volare for 1st class service and terrific food.,"['SERVICE', 'FOOD']","['positive', 'positive']"
The portions are large and the servers always surprise us with a different starter.,"['SERVICE', 'FOOD']","['positive', 'positive']"
The wine list is excellent.,['DRINKS'],['positive']
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,"['DRINKS', 'FOOD']","['positive', 'positive']"
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","['RESTAURANT', 'SERVICE', 'AMBIENCE']","['positive', 'negative', 'positive']"
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,"['SERVICE', 'FOOD']","['negative', 'positive']"
Please be aware that it's CASH or AMEX only!,['RESTAURANT'],['neutral']
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",['FOOD'],['neutral']
The menu is very limited - i think we counted 4 or 5 entrees.,['FOOD'],['negative']
"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",['FOOD'],['negative']
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",['AMBIENCE'],['neutral']
Problem is nothing at Prune is particularly memorable.,['RESTAURANT'],['negative']
No plans to return anytime soon.,['RESTAURANT'],['negative']
This place is so much fun.,['AMBIENCE'],['positive']
Our family never expected such incredible entertainment in a restaurant.,['RESTAURANT'],['positive']
Our food was great too!,['FOOD'],['positive']
And really large portions.,['FOOD'],['positive']
The staff was the friendliest that have seen in New York.,['SERVICE'],['positive']
We will go back every time we are in the City.,['RESTAURANT'],['positive']
If you want something really different than try Jekyll and Hyde.,['RESTAURANT'],['positive']
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,['AMBIENCE'],['positive']
The food was pretty tradional but it was hot and good with large portions.,['FOOD'],['positive']
I highly recommend it.,['RESTAURANT'],['positive']
The place is a lot of fun.,['AMBIENCE'],['positive']
My six year old loved it.,['RESTAURANT'],['positive']
The characters really make for an enjoyable experience.,['AMBIENCE'],['positive']
"The food however, is what one might expect.",['FOOD'],['negative']
It is very overpriced and not very tasty.,['FOOD'],['negative']
"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",['RESTAURANT'],['positive']
We had a good time.,['RESTAURANT'],['positive']
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,['SERVICE'],['negative']
Service was slow had to wait to order and get food although not crowded.,['SERVICE'],['negative']
Drinks way over priced.,['DRINKS'],['negative']
Food was good not great not worth the wait or another visit,"['RESTAURANT', 'FOOD']","['neutral', 'negative']"
Great pizza for lunch place.,['FOOD'],['positive']
Service was quick.,['SERVICE'],['positive']
The pizza was great.,['FOOD'],['positive']
And it was quick which is very important.,['SERVICE'],['positive']
Have the iced tea.,['DRINKS'],['positive']
It was wonderful.,['DRINKS'],['positive']
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.","['SERVICE', 'FOOD']","['positive', 'positive']"
Delivery is fast too.,['SERVICE'],['positive']
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.","['SERVICE', 'FOOD']","['positive', 'positive']"
A little overpriced but worth it once you take a bite.,['FOOD'],['negative']
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,['FOOD'],['positive']
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",['FOOD'],['positive']
They have a huge selection of different cream cheeses and all of their salads are great.,['FOOD'],['positive']
The lox is always fresh too.,['FOOD'],['positive']
Highly recommended to all!,['RESTAURANT'],['positive']
Not impressed with the food.,['FOOD'],['negative']
Prices too high for this cramped and unappealing resturant.,"['RESTAURANT', 'AMBIENCE']","['negative', 'negative']"
Zero ambiance to boot.,['AMBIENCE'],['negative']
I thought this place was totally overrated.,['RESTAURANT'],['negative']
Everything we had was good or ok....but definitely nothing great.,['RESTAURANT'],['neutral']
"The ambience was nice, but service wasn't so great.","['SERVICE', 'AMBIENCE']","['positive', 'negative']"
"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",['RESTAURANT'],['negative']
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,['RESTAURANT'],['positive']
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,"['AMBIENCE', 'FOOD']","['positive', 'positive']"
Thius is a must for anyone who loves Shabu-Shabu.,['FOOD'],['positive']
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",['AMBIENCE'],['positive']
The owner and staff are all Japanese as well and that adds to the entire ambiance.,"['RESTAURANT', 'AMBIENCE']","['positive', 'positive']"
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",['FOOD'],['negative']
I must give it Yon out of Yon stars!,['RESTAURANT'],['positive']
Taxan delicious!,['FOOD'],['positive']
"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",['RESTAURANT'],['positive']
The prices were CHEAP compared to the quality of service and food.,"['RESTAURANT', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
"We liked it so much, that we will always make it a point to dine here when we visit New York.",['RESTAURANT'],['positive']
The location and ambience is Ok but the food is what makes up for it.,"['LOCATION', 'FOOD', 'AMBIENCE']","['neutral', 'neutral', 'positive']"
There is a lot of variety even for people who eat vegetarian like me.,['FOOD'],['positive']
Try green curry with vegetables.,['FOOD'],['positive']
"The quantity is also very good, you will come out satisfied.",['FOOD'],['positive']
"The service is ok, some of the people didn't get what they asked for.",['SERVICE'],['neutral']
I was there on sat. for my birthday and we had an excellent time.,['RESTAURANT'],['positive']
I had the best ravioli ever.,['FOOD'],['positive']
The wine the service was very good too.,"['DRINKS', 'SERVICE']","['positive', 'positive']"
Moderate prices.,['RESTAURANT'],['neutral']
A little noise but I think that was because of our party!,['AMBIENCE'],['neutral']
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,"['RESTAURANT', 'AMBIENCE']","['positive', 'positive']"
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",['FOOD'],['positive']
"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",['FOOD'],['positive']
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.","['FOOD', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'positive']"
A guaranteeed delight!,['RESTAURANT'],['positive']
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.","['DRINKS', 'FOOD']","['positive', 'positive']"
"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",['FOOD'],['positive']
Check out the secret back room.,['AMBIENCE'],['positive']
I pray it stays open forever.,['RESTAURANT'],['positive']
Thank You Emilio.,['RESTAURANT'],['positive']
"I found the food, service and value exceptional everytime I have been there.","['RESTAURANT', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
The food was authentic.,['FOOD'],['positive']
I felt as though I were eating in Paris.,['FOOD'],['positive']
The service was excellent - friendly and attentive.,['SERVICE'],['positive']
The prices are wonderfully low.,['RESTAURANT'],['positive']
Very good wine choices.,['DRINKS'],['positive']
Who has room for Cheesesticks with the best pizza in NYC!,['FOOD'],['positive']
Get the pepperoni - YUM - and a family style salad.,['FOOD'],['positive']
Great staff.,['SERVICE'],['positive']
Always great service!,['SERVICE'],['positive']
I go twice a month!,['RESTAURANT'],['positive']
Fantastic!,['RESTAURANT'],['positive']
"The food is good, I can't lie.",['FOOD'],['positive']
But the staff was so horrible to us.,['SERVICE'],['negative']
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,['SERVICE'],['negative']
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,['SERVICE'],['negative']
"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.","['RESTAURANT', 'SERVICE', 'FOOD']","['negative', 'positive', 'negative']"
Save yourself the time and trouble and skip this one!,['RESTAURANT'],['negative']
Amma is nothing special.,['RESTAURANT'],['neutral']
I ate here a week ago and found most dishes average at best and too expensive.,['FOOD'],['negative']
Will not be back.,['RESTAURANT'],['negative']
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",['FOOD'],['negative']
Decor is nice though service can be spotty.,"['SERVICE', 'AMBIENCE']","['positive', 'negative']"
This place is always packed.,['RESTAURANT'],['neutral']
"Most importantly, food is excellent.",['FOOD'],['positive']
Try the sea bass.,['FOOD'],['positive']
Highly recommended.,['RESTAURANT'],['positive']
First of all Dal Bukhara Rocks.,['FOOD'],['positive']
I am happy i did the food was awsome.,['FOOD'],['positive']
JUST AWSOME.,['FOOD'],['positive']
and yes Dal Bukhara is so dam good and so are all the kababs.,['FOOD'],['positive']
but overall i give it a 10,['RESTAURANT'],['positive']
10,['RESTAURANT'],['positive']
Haru on Park S is simply disgusting.,['RESTAURANT'],['negative']
The fish was not fresh and the rice tasted old and stale.,['FOOD'],['negative']
"Quite frankly, this is some of the worst sushi I have ever tried.",['FOOD'],['negative']
Will never be back.,['RESTAURANT'],['negative']
honestly the worst sushi my husband and i had in our entire lives.,['FOOD'],['negative']
not sure why this restaurant would be rated that highly.,['RESTAURANT'],['negative']
the all-u-can-eat sushi is definitely in very poor quality.,['FOOD'],['negative']
"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",['FOOD'],['negative']
"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",['FOOD'],['negative']
the waitstaffs are nice though.,['SERVICE'],['positive']
wont come back again for sure!,['RESTAURANT'],['negative']
I have been to Roth's twice and both times were very disappointing.,['RESTAURANT'],['negative']
"Both times I was extremely dissappointed by the service, which was boarderline rude.",['SERVICE'],['negative']
They wouldnt even let me finish my glass of wine before offering another.,['SERVICE'],['negative']
Much of the time it seems like they do not care about you.,['SERVICE'],['negative']
"The dinner was ok, nothing I would have again.",['FOOD'],['negative']
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",['FOOD'],['negative']
This was a great surprise.,['RESTAURANT'],['positive']
With the theater 2 blocks away we had a delicious meal in a beautiful room.,"['LOCATION', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
The service was attentive.,['SERVICE'],['positive']
I look forward to eating here again,['RESTAURANT'],['positive']
Planet Thai is great!,['RESTAURANT'],['positive']
"We love the food, drinks, and atmosphere!","['DRINKS', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","['RESTAURANT', 'SERVICE']","['negative', 'positive']"
"Try the Pad Thai, it's fabulous and their prices are so cheap!","['RESTAURANT', 'FOOD']","['positive', 'positive']"
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!","['RESTAURANT', 'FOOD']","['positive', 'positive']"
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",['SERVICE'],['negative']
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",['FOOD'],['negative']
"Overall, not worth the money.",['RESTAURANT'],['negative']
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.","['RESTAURANT', 'AMBIENCE']","['positive', 'negative']"
Chennai Garden is my favorite Indian restaurant in the city.,['RESTAURANT'],['positive']
They have authentic Indian at amazin prices.,['FOOD'],['positive']
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,['FOOD'],['negative']
The seats are uncomfortable if you are sitting against the wall on wooden benches.,['AMBIENCE'],['negative']
It's a rather cramped and busy restaurant and it closes early.,"['RESTAURANT', 'AMBIENCE']","['negative', 'negative']"
Patroon features a nice cigar bar and has great staff.,"['SERVICE', 'AMBIENCE']","['positive', 'positive']"
The food is tasty and portion sizes are appropriate.,['FOOD'],['positive']
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,['RESTAURANT'],['positive']
Not a great place for family or general dining.,['RESTAURANT'],['negative']
LLOOVVE THIS PLACE.,['RESTAURANT'],['positive']
Food is excellent.,['FOOD'],['positive']
Fish is so very fresh.,['FOOD'],['positive']
Waitstaff are very friendly.,['SERVICE'],['positive']
Love YUKA.,['RESTAURANT'],['positive']
Mermaid Inn is an overall good restaurant with really good seafood.,"['RESTAURANT', 'FOOD']","['positive', 'positive']"
The menu is limited but almost all of the dishes are excellent.,['FOOD'],['negative']
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,['FOOD'],['positive']
The service is good and ambience is good for a date or group outing.,"['SERVICE', 'AMBIENCE']","['positive', 'positive']"
The only fallback on this restaurant is the prices.,['RESTAURANT'],['negative']
"Even though its good seafood, the prices are too high.",['FOOD'],['positive']
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,['FOOD'],['positive']
We were very pleasantly surprised.,['RESTAURANT'],['positive']
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.","['SERVICE', 'FOOD']","['positive', 'positive']"
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",['SERVICE'],['positive']
Truly the mark of an attentive waiter.,['SERVICE'],['positive']
I highly recommend the restaurant based on our experience last night.,['RESTAURANT'],['positive']
We ate at this Thai place following the reviews but very unhappy with the foods.,['FOOD'],['negative']
We thought that this place is using too much of MSG cooking in the foods.,['FOOD'],['negative']
"They don't concern much of customer's health, just want to make money.",['RESTAURANT'],['negative']
please don't fool us.,['RESTAURANT'],['negative']
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",['FOOD'],['positive']
The food is so cheap and the waiters are nice.,"['SERVICE', 'FOOD']","['positive', 'positive']"
"Of course, it is crowded but who cares.",['RESTAURANT'],['neutral']
Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,['RESTAURANT'],['positive']
Have frequented 'ino for several years and the food remains excellent.,['FOOD'],['positive']
Cheese plate is a varied delight and great bargain at $10.,['FOOD'],['positive']
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",['FOOD'],['positive']
"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",['FOOD'],['positive']
Wine list is extensive without being over-priced.,['DRINKS'],['positive']
"Be sure to try the seasonal, and always delicious, specials.",['FOOD'],['positive']
Definitely a neighborhood favorite.,['RESTAURANT'],['positive']
I loved this place!!,['RESTAURANT'],['positive']
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,['AMBIENCE'],['positive']
"The food was very good, a great deal, and the place its self was great.","['AMBIENCE', 'FOOD']","['positive', 'positive']"
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",['SERVICE'],['positive']
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!","['RESTAURANT', 'SERVICE']","['negative', 'positive']"
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",['SERVICE'],['negative']
"The waitress, seems to be more concerned of looking good than actually waitressing.",['SERVICE'],['negative']
"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",['SERVICE'],['negative']
"We did tip, I guess the model/waitress just wanted more and complained to the manager.",['SERVICE'],['negative']
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.","['RESTAURANT', 'SERVICE']","['negative', 'positive']"
Pizza here is consistently good.,['FOOD'],['positive']
Salads are a delicious way to begin the meal.,['FOOD'],['positive']
You should pass on the calamari.,['FOOD'],['negative']
It is thick and slightly soggy.,['FOOD'],['negative']
Decor is charming.,['AMBIENCE'],['positive']
Service is average.,['SERVICE'],['neutral']
What a great place.,['RESTAURANT'],['positive']
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","['FOOD', 'RESTAURANT', 'AMBIENCE']","['positive', 'positive', 'positive']"
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",['SERVICE'],['neutral']
I would definitely recommend SEA if you like thai cuisine!,['FOOD'],['positive']
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,['SERVICE'],['negative']
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",['SERVICE'],['negative']
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",['SERVICE'],['negative']
"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",['SERVICE'],['negative']
Never again!,['RESTAURANT'],['negative']
I absolutely Loved this place.,['RESTAURANT'],['positive']
"Excellent atmosphere, delicious dishes good and friendly service.","['FOOD', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'positive']"
this is can became on e of the NY Italian Food fare institutions.,['RESTAURANT'],['positive']
I think that it is absolutely brilliant and well runned business operation.,['RESTAURANT'],['positive']
The wine list is also really nice.,['DRINKS'],['positive']
"Everything was wonderful; food, drinks, staff, mileau.","['AMBIENCE', 'SERVICE', 'FOOD', 'DRINKS', 'RESTAURANT']","['positive', 'positive', 'positive', 'positive', 'positive']"
I would highly recommend this place!,['RESTAURANT'],['positive']
I have been to Casimir over 5 times and I have always had a great time there.,['RESTAURANT'],['positive']
The food is great and reasonably priced.,['FOOD'],['positive']
"I have tried to make reservations, but both times, the hostess didn't have my name.",['SERVICE'],['negative']
"If the weather is nice, try to snag an outside table.",['AMBIENCE'],['positive']
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","['SERVICE', 'AMBIENCE']","['positive', 'negative']"
My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,['RESTAURANT'],['positive']
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.","['SERVICE', 'FOOD']","['positive', 'positive']"
"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",['SERVICE'],['positive']
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,"['SERVICE', 'FOOD']","['positive', 'positive']"
Nice Family owned traditional restaurant.,['RESTAURANT'],['positive']
Fresh ingredients and everything is made to order.,['FOOD'],['positive']
I was pleasantly surprised to find this gem in Hoboken.,['RESTAURANT'],['positive']
Friendly staff that actually lets you enjoy your meal and the company you're with.,['SERVICE'],['positive']
"I found the food to be outstanding, particulary the salmon dish I had.",['FOOD'],['positive']
"I also ordered the Change Mojito, which was out of this world.",['DRINKS'],['positive']
"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",['FOOD'],['neutral']
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",['AMBIENCE'],['positive']
"Overall, excellent restaurant!",['RESTAURANT'],['positive']
The food was good.,['FOOD'],['positive']
The place was nice and calm.,['AMBIENCE'],['positive']
but the service was a bit slow.,['SERVICE'],['negative']
The buffet had a nice selection.,['FOOD'],['positive']
The food was average or above including some surprising tasty dishes.,['FOOD'],['positive']
Service was also very good.,['SERVICE'],['positive']
I would go back.,['RESTAURANT'],['positive']
I got an excellent piece of cheesecake and we had several other nice pastries.,['FOOD'],['positive']
"I would recommend Roxy's for that, but not for their food.",['FOOD'],['negative']
My son and his girlfriend both wanted cheeseburgers and they were huge!,['FOOD'],['neutral']
"But, they were too big for the bun.",['FOOD'],['negative']
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",['FOOD'],['negative']
Also they were $15 each!,['FOOD'],['negative']
I had a huge pastrami sandwich on a roll.,['FOOD'],['neutral']
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,['FOOD'],['neutral']
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.","['AMBIENCE', 'FOOD']","['negative', 'positive']"
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",['FOOD'],['negative']
And the Tom Kha soup was pathetic.,['FOOD'],['negative']
If you want good authentic Thai this place is not the place to go.,['FOOD'],['negative']
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",['FOOD'],['positive']
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",['FOOD'],['positive']
"Conveniently located too, being right on Bedford ave.",['LOCATION'],['positive']
"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",['AMBIENCE'],['positive']
I will definetly be going back.,['RESTAURANT'],['positive']
We had the lobster sandwich and it was FANTASTIC.,['FOOD'],['positive']
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",['FOOD'],['negative']
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,['FOOD'],['positive']
We waited at the bar and had martinis that were just right.,['DRINKS'],['positive']
We will be back.,['RESTAURANT'],['positive']
love the food.,['FOOD'],['positive']
it's the only place you can get yummy authentic japanese comfort food.,['FOOD'],['positive']
and you can't beat the prices.,['RESTAURANT'],['positive']
highly recommended.,['RESTAURANT'],['positive']
I've lived in NY for 5 years and this place has it all.,['RESTAURANT'],['positive']
"Great food, good size menu, great service and an unpretensious setting.","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",['FOOD'],['positive']
I'm glad I was introduced to this place and this is a rare gem in NY.,['RESTAURANT'],['positive']
"The freshest, best variety, and the fastest delivery.","['SERVICE', 'FOOD']","['positive', 'positive']"
Also very inexpensive.,['RESTAURANT'],['positive']
A great choice at any cost and a great deal.,['RESTAURANT'],['positive']
The service was excellent and the food was delicious.,"['SERVICE', 'FOOD']","['positive', 'positive']"
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","['DRINKS', 'FOOD']","['positive', 'positive']"
Definitely a great spot for a nice occasion or date.,['RESTAURANT'],['positive']
"Average to good Thai food, but terrible delivery.","['SERVICE', 'FOOD']","['positive', 'negative']"
I've waited over one hour for food.,['SERVICE'],['negative']
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,['SERVICE'],['negative']
A Thai restaurant out of rice during dinner?,['RESTAURANT'],['negative']
"The food arrived 20 minutes after I called, cold and soggy.","['SERVICE', 'FOOD']","['negative', 'negative']"
This is a wonderful place on all stand points especially value ofr money.,['RESTAURANT'],['positive']
An excellent service,['SERVICE'],['positive']
We were greeted promptly by the waiter who was very nice and cordial.,['SERVICE'],['positive']
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,"['SERVICE', 'FOOD']","['positive', 'positive']"
The food looked very appetizing and delicious since it came on a variety of fancy plates.,['FOOD'],['positive']
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,['FOOD'],['positive']
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,['RESTAURANT'],['positive']
"Service here was great, food was fantastic.","['SERVICE', 'FOOD']","['positive', 'positive']"
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",['FOOD'],['positive']
Will absolutely visit again.,['RESTAURANT'],['positive']
You cannot go wrong with this place.,['RESTAURANT'],['positive']
"The food is outstanding and the service is quick, friendly and very professional.","['SERVICE', 'FOOD']","['positive', 'positive']"
"Always a nice crowd, but never loud.","['RESTAURANT', 'AMBIENCE']","['positive', 'positive']"
Go here.,['RESTAURANT'],['positive']
