text,aspects,polarities
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",RESTAURANT,positive
I highly recommend visiting this restaurant and having dinner and drinks!,RESTAURANT,positive
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,FOOD,negative
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",RESTAURANT,positive
"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",RESTAURANT,positive
"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",FOOD,negative
We were offered water for the table but were not told the Voss bottles of water were $8 a piece.,DRINKS,negative
The level of rudeness was preposterous.,SERVICE,negative
Good Food,FOOD,positive
The waitress was not attentive at all.,SERVICE,negative
We were less than impressed.,RESTAURANT,negative
We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,SERVICE,negative
Have frequented 'ino for several years and the food remains excellent.,FOOD,positive
"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",SERVICE,negative
Can’t believe how an expensive NYC restaurant can be so disrespectful to its clients.,RESTAURANT,negative
I will definetly be going back.,RESTAURANT,positive
This is an amazing place to try some roti rolls.,FOOD,positive
THIS STAFF SHOULD BE FIRED.,SERVICE,negative
I highly recommend to anyone to give this place a try.,RESTAURANT,positive
"the spinach is fresh, definately not frozen...",FOOD,positive
And where does Patis go wrong; no where. ,RESTAURANT,positive
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",FOOD,positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",FOOD,positive
My friend got the mushroom pizza which tasted better.,FOOD,positive
"My husbands was perfect, my was well done and dry.",FOOD,positive
"I LOOOVE their eggplant pizza, as well as their pastas!",FOOD,positive
"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",FOOD,positive
Once you try it for a special occasion beware.. you can't stop!,RESTAURANT,positive
It is very overpriced and not very tasty.,FOOD,negative
The food is tasty and portion sizes are appropriate.,FOOD,positive
"The waitress, seems to be more concerned of looking good than actually waitressing.",SERVICE,negative
Appetizers took nearly an hour.,SERVICE,negative
One of us actually liked the expresso - that's it.,DRINKS,positive
great toppings definitely a place you need to check out for late night munchies or a mid day boost!,RESTAURANT,positive
Mussles and calamari were superb Saturday evening.,FOOD,positive
Authentic Pakistani food.,FOOD,positive
"I was so stunned, and I left the dinner hungry and majorly disappointing.",RESTAURANT,negative
"Fresh, mind blowing flavors.",FOOD,positive
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",SERVICE,neutral
"Be prepared to wait, because the place is pretty tiny.",RESTAURANT,negative
Good creative rolls!,FOOD,positive
The food here was mediocre at best. ,FOOD,negative
Polite acknowledgement is out;,SERVICE,negative
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",FOOD,positive
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,FOOD,positive
"Of course, it is crowded but who cares.",RESTAURANT,neutral
And I hate to say this but I doubt I'll ever go back. ,RESTAURANT,negative
The staff is no nonsense.,SERVICE,positive
The food was ok and fair nothing to go crazy.,FOOD,neutral
The jukebox plays everything from Italian Opera to The Strokes.,AMBIENCE,positive
The service was attentive.,SERVICE,positive
Go there once and oh yes...you will go back...you will...,RESTAURANT,positive
The setting is casual and romantic.,AMBIENCE,positive
I think I've had some the best meals of my life at minnow.,FOOD,positive
A quintessential slice of NYC pizza.,FOOD,neutral
"great for a romantic evening, or a fun evening with friends...",RESTAURANT,positive
The price very reasonable.,RESTAURANT,positive
Good Experience,RESTAURANT,positive
This is the kind of place you'd like to take all your friends to and still keep a secret.,RESTAURANT,positive
"Personally I like the margherita pizza better, but they are all good.",FOOD,positive
Fresh ingredients and everything is made to order.,FOOD,positive
Great place to relax and enjoy your dinner,AMBIENCE,positive
"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",SERVICE,negative
I'd definitely go back again.,RESTAURANT,positive
"The food is wonderful, tasty and filling, and the service is professional and friendly.",SERVICE,positive
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",FOOD,negative
I will be going back very soon.,RESTAURANT,positive
"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",RESTAURANT,positive
We could have made a meal of the yummy dumplings from the dumpling menu.,FOOD,positive
Somehow working the italian charm with constant mille grazie does not constitute proper service.,SERVICE,negative
"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",FOOD,negative
"I have tried to make reservations, but both times, the hostess didn't have my name.",SERVICE,negative
"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",SERVICE,negative
"I have eaten at Saul, many times, the food is always consistently, outrageously good.",FOOD,positive
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",SERVICE,negative
If I could give 0 stars I would do so for this place.,RESTAURANT,negative
Prices are very good.,RESTAURANT,positive
We waited at the bar and had martinis that were just right.,DRINKS,positive
Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,FOOD,negative
"There is no way it justifies the accolades it receives, the attitude of the staff or the wait for a table.",SERVICE,negative
"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",FOOD,positive
"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",SERVICE,negative
I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,FOOD,positive
Our experience did not ever get any better.,RESTAURANT,negative
"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",FOOD,negative
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",SERVICE,positive
Dessert is a joke...dont bother,FOOD,negative
The food was good.,FOOD,positive
The food is great and they have a good selecion of wines at reasonable prices.,DRINKS,positive
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",DRINKS,positive
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,FOOD,positive
"The menu looked great, and the waiter was very nice, but when the food came, it was average.",SERVICE,positive
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",SERVICE,positive
Saul is the best restaurant on Smith Street and in Brooklyn.,RESTAURANT,positive
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD,positive
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,DRINKS,negative
"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",FOOD,negative
This is my first time writing a review for a restaurant because the food and service was excellent.,SERVICE,positive
I highly recommend the restaurant based on our experience last night.,RESTAURANT,positive
Service is top notch.,SERVICE,positive
A weakness is the chicken in the salads.,FOOD,negative
They refuse to seat parties of 3 or more on weekends.,SERVICE,negative
"However, I think this place is a good hang out spot.",AMBIENCE,positive
"In the evening, this place attracted a well dressed, with it, NY crowd.",RESTAURANT,positive
We had a great time at the Jekyll and hyde Pub last night.,RESTAURANT,positive
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,FOOD,positive
I went there for lunch and it was not as good as I expected from the reviews I read.,FOOD,negative
Most of the booths allow you to sit next to eachother without looking like 'that' couple.,AMBIENCE,positive
It was pretty inexpensive too.,RESTAURANT,positive
The rice was poor quality and was cooked so badly it was hard.,FOOD,negative
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,SERVICE,positive
"For authentic Thai food, look no further than Toons.",FOOD,positive
"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",SERVICE,positive
"Its dark, and cozy.. there is always jazz music playing when we go.",AMBIENCE,positive
Loved it!,RESTAURANT,positive
I had a great experience.,RESTAURANT,positive
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD,positive
the all-u-can-eat sushi is definitely in very poor quality.,FOOD,negative
You cannot go wrong at the Red Eye Grill.,RESTAURANT,positive
Surprised that a place of this caliber would advertise it as Kobe.,RESTAURANT,negative
A beautifully designed dreamy Egyptian restaurant that gets sceney at night.,AMBIENCE,positive
Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,LOCATION,positive
I would highly recommand requesting a table by the window.,LOCATION,positive
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",FOOD,negative
The food is great.,FOOD,positive
Service was wonderful;,SERVICE,positive
Service is average.,SERVICE,neutral
There is a lot of variety even for people who eat vegetarian like me.,FOOD,positive
We were drawn into the belly dancing show that captivated the crowd.,AMBIENCE,positive
Be sure not to get anything other than bagels!..,FOOD,negative
"Our visit their to say the least, was an unpleasant and costly experience!",RESTAURANT,negative
The food was actually aweful.,FOOD,negative
"The floor was wet, the trash can filled with hand towels n all over the floor, no soap, and no hand towels left.",AMBIENCE,negative
I will be going back and heartily recommend it!,RESTAURANT,positive
He offers subpar service and has no personality.,SERVICE,negative
This place is the most Japanese it can ever get.,RESTAURANT,positive
We will be back.,RESTAURANT,positive
The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,AMBIENCE,positive
Terrible Waste of money.. scammers,RESTAURANT,negative
This was a repeat visit and we'll definitely be back again.,RESTAURANT,positive
"Great vibe, lots of people.",AMBIENCE,positive
Will absolutely visit again.,RESTAURANT,positive
Fantastic place.,RESTAURANT,positive
Slightly above average wines start at $70+ with only one selection listed at $30+.,DRINKS,negative
"Food was very good, but not what I would consider out of this world.",FOOD,neutral
"Quite frankly, this is some of the worst sushi I have ever tried.",FOOD,negative
"Excellent dumplings served amid clean, chic decor.",AMBIENCE,positive
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",FOOD,neutral
"Do not get the Go Go Hamburgers, no matter what the reviews say.",FOOD,negative
"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ",SERVICE,negative
"The place is a bit hidden away, but once you get there, it's all worth it.",LOCATION,neutral
Highly recommended!,RESTAURANT,positive
"We have been to this place many times, and always have great food, wine, and service.",DRINKS,positive
I loved it and would go again.,RESTAURANT,positive
Everyone was more then happy with his choices.,SERVICE,positive
"well, i didn't find it there, and trust, i have told everyone i can think of about my experience. ",RESTAURANT,negative
They charge different prices all the time.,SERVICE,negative
The waitress was very patient with us and the food is phenomenal!,SERVICE,positive
Over 100 different choices to create your own.,FOOD,positive
The portions are small but being that the food was so good makes up for that.,FOOD,negative
The rice to fish ration was also good--they didn't try to overpack the rice.,FOOD,positive
"Delicious, creative and fun.",FOOD,positive
"Overall, not worth the money.",RESTAURANT,negative
"The kitchen however, is almost always slow.",SERVICE,negative
"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",SERVICE,negative
This place is always packed.,RESTAURANT,neutral
This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.,SERVICE,positive
"Pizza is terrific, as is homemade pasta.",FOOD,positive
I never write on these sites but this restaurant is def worth commending!,RESTAURANT,positive
Such a disappointment...,SERVICE,negative
"With the great variety on the menu , I eat here often and never get bored .",FOOD,positive
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",SERVICE,positive
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,FOOD,negative
I will be back!,RESTAURANT,positive
It looked like shredded cheese partly done - still in strips.,FOOD,negative
"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",FOOD,negative
This place is incredibly tiny.,RESTAURANT,negative
Impressed...,RESTAURANT,positive
"Try the Pad Thai, it's fabulous and their prices are so cheap!",RESTAURANT,positive
One of the best hot dogs I have ever eaten.,FOOD,positive
"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",FOOD,positive
"Took my mom for Mother's Day, and the maitre d' was pretty rude.",SERVICE,negative
You will not be disapointed at all.,RESTAURANT,positive
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,SERVICE,positive
Not impressed with the food.,FOOD,negative
This dish is my favorite and I always get it when I go there and never get tired of it.,FOOD,positive
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,AMBIENCE,positive
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,RESTAURANT,negative
I won't go back unless someone else is footing the bill.,RESTAURANT,negative
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",FOOD,negative
"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",SERVICE,positive
Don't miss Bloom's on your next trip to Manhatten.,RESTAURANT,positive
"On our last visit, they skipped over our name on the list, leaving us waiting an extra hour for a table.",SERVICE,negative
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,FOOD,positive
My daughter's wedding reception at Water's Edge received the highest compliments from our guests.,RESTAURANT,positive
They honored reservation on Sunday afternoon very well. ,SERVICE,positive
My six year old loved it.,RESTAURANT,positive
This is by far my favorite place in the neighborhood.,RESTAURANT,positive
And it was quick which is very important.,SERVICE,positive
"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",AMBIENCE,positive
We were charged full price.,SERVICE,negative
"Great food, great decor, great service.",SERVICE,positive
"If you don't like it, I don't know what to tell you.",FOOD,positive
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",AMBIENCE,positive
"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",FOOD,neutral
What a great place!,RESTAURANT,positive
We both opted for a pasta dish and they were served timely and fresh.,SERVICE,positive
What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,SERVICE,negative
Vanison was good but not amazing.,FOOD,neutral
"never swaying, never a bad meal, never bad service...",RESTAURANT,positive
"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",SERVICE,positive
Great sushi experience.,FOOD,positive
(Besides that there should be more restaurants like it around the city).,RESTAURANT,positive
It was divine melts in your mouth.,FOOD,positive
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,FOOD,positive
Probably would not go back here.,RESTAURANT,negative
"But for the Shabu Shabu, you won't find much better in NY.",FOOD,positive
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",FOOD,negative
I recently went to this restaurant with some co-workers for lunch and had an amazing time.,RESTAURANT,positive
"Service not the friendliest to our ""large party""! ",SERVICE,negative
This establishment is the real deal. ,RESTAURANT,positive
The pizza is yummy and I like the atmoshpere.,AMBIENCE,positive
"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",FOOD,positive
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD,positive
We were not dissappointed in the least bit by this little gem.,RESTAURANT,positive
I generally like this place.,RESTAURANT,positive
"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",FOOD,positive
If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,LOCATION,positive
This place is worth an one-hour drive.,RESTAURANT,positive
Remind me of home.,RESTAURANT,positive
THe perfect spot.,RESTAURANT,positive
Food is great and inexpensive.,FOOD,positive
Nice view of river and NYC.,LOCATION,positive
Which of course is not real Kobe but Wagyu beef.,FOOD,negative
Zero ambiance to boot.,AMBIENCE,negative
Highly recommended to all!,RESTAURANT,positive
"So close, but not good enough.",RESTAURANT,neutral
"The first time the sushi was outstanding, the second time it was a little bland.",FOOD,positive
"In fact, it appears he is going to go postal at any moment.",SERVICE,negative
"Maitre-D-""Eat and get out""",SERVICE,negative
"Judging from previous posts this used to be a good place, but not any longer.",RESTAURANT,negative
"For me dishes a little oily, but overall dining experience good.",RESTAURANT,negative
"Place is open till late, no dress code.",RESTAURANT,positive
"However, go for the ambience, and consider the food just a companion for a trip across the world!",FOOD,positive
"A big disappointment, all around.",RESTAURANT,negative
Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.,SERVICE,positive
The pizza is overpriced and soggy.,FOOD,negative
The owner and staff are all Japanese as well and that adds to the entire ambiance.,RESTAURANT,positive
I love it.,RESTAURANT,positive
Also very inexpensive.,RESTAURANT,positive
The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink. ,SERVICE,negative
"The food was good, the place was clean and affordable.",RESTAURANT,positive
Got a date? Go here!,RESTAURANT,positive
It was wonderful.,DRINKS,positive
But who says Murray's is anything about service.,SERVICE,negative
Never fails to please.,RESTAURANT,positive
I would go back.,RESTAURANT,positive
The fried dumplings are GREAT!,FOOD,positive
"I was there for brunch recently, and we were tag teamed by a waitress and a waiter.",SERVICE,negative
Best Reuben sandwich ever!,FOOD,positive
"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.",RESTAURANT,negative
The atmosphere is relaxed and casual.,AMBIENCE,positive
Best restaurant in Brooklyn,RESTAURANT,positive
"Best of all is the warm vibe, the owner is super friendly and service is fast.",SERVICE,positive
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",FOOD,neutral
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,SERVICE,positive
"I found it on a cold night, the perfect spot to warm up.",RESTAURANT,positive
I'm partial to the Gnocchi.,RESTAURANT,positive
We were greeted promptly by the waiter who was very nice and cordial.,SERVICE,positive
The wine list is extensive and impressive.,DRINKS,positive
"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",AMBIENCE,positive
"$6 and there is much tasty food, all of it fresh and continually refilled.",FOOD,positive
"A few tips: skip the turnip cake, roast pork buns and egg custards.",FOOD,negative
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,SERVICE,negative
"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",RESTAURANT,positive
"Try the crunchy tuna, it is to die for.",FOOD,positive
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",FOOD,positive
I was looking for banana tempura for dessert and they dont have.,FOOD,negative
Stay away,RESTAURANT,negative
So I decide to report back to the waitress because it was completely inedible.,FOOD,negative
I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,RESTAURANT,negative
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",RESTAURANT,positive
The wine list is interesting and has many good values.,DRINKS,positive
I thought this place was totally overrated.,RESTAURANT,negative
I stumbled upon this great pizzeria as I explored my new neighborhood.,RESTAURANT,positive
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,FOOD,positive
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,SERVICE,positive
My boyfriend had Prime Rib it was good .,FOOD,positive
Lucky Strike is a great casual place to just grab a bite to eat.,RESTAURANT,positive
It is expensive but well worth the money.,RESTAURANT,negative
After the 4th time i asked again and the waiter than said after our dinner.,SERVICE,negative
"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",FOOD,negative
Taxan delicious!,FOOD,positive
$20 for all you can eat sushi cannot be beaten.,FOOD,positive
They all know you.,SERVICE,positive
Save yourself the time and trouble and skip this one!,RESTAURANT,negative
Delicious crab cakes too.,FOOD,positive
"The food they serve is not comforting, not appetizing and uncooked.",FOOD,negative
"Terrible, terrible management - deserves to be shut-down.",RESTAURANT,negative
One of my favorite places in Manhattan.,RESTAURANT,positive
"We love the food, drinks, and atmosphere!",DRINKS,positive
"The food is outstanding and the service is quick, friendly and very professional.",SERVICE,positive
Way below average,RESTAURANT,negative
Good food: my favorite is the seafood spaghetti.,FOOD,positive
My roommate and I LOVE this place.,RESTAURANT,positive
Their tuna tartar appetizer is to die for.,FOOD,positive
love the food.,FOOD,positive
"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",FOOD,negative
"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",AMBIENCE,negative
Have been several times and it never dissapoints.,RESTAURANT,positive
The cream cheeses are out of this world and I love that coffee!!,DRINKS,positive
delicious simple food in nice outdoor atmosphere.,AMBIENCE,positive
Staff is very accomodating.,SERVICE,positive
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",FOOD,negative
The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.,DRINKS,positive
"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",FOOD,positive
"Great food, amazing service, this place is a class act.",RESTAURANT,positive
We did arrive late for our reservation so I can not complain too much about the wait for a table.,SERVICE,neutral
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,RESTAURANT,negative
it's a perfect place to have a amanzing indian food.,FOOD,positive
The pizza was delivered cold and the cheese wasn't even fully melted!,FOOD,negative
Everything about this restaurant was special.,RESTAURANT,positive
The pizza was pretty good and huge.,FOOD,positive
I've lived in NY for 5 years and this place has it all.,RESTAURANT,positive
"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",RESTAURANT,positive
I'm going back.,RESTAURANT,positive
This is the best sushi in new york city - hands down.,FOOD,positive
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,RESTAURANT,positive
"You would think they would make up for it with service, sadly, no.",SERVICE,negative
"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",RESTAURANT,positive
Will not be back.,RESTAURANT,negative
Expensive,RESTAURANT,negative
We were very disappointed.,FOOD,negative
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,FOOD,positive
Beef noodle soup is good as well.,FOOD,positive
The waiter was attentive.,SERVICE,positive
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",AMBIENCE,positive
"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",SERVICE,negative
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",FOOD,positive
The dishes came out around 5 minutes apart.,SERVICE,negative
The veal and the mushrooms were cooked perfectly.,FOOD,positive
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,FOOD,neutral
Downstairs lounge is always a good attraction,AMBIENCE,positive
the food is decent.,FOOD,neutral
"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",SERVICE,negative
My wife had the fried shrimp which are huge and loved it.,FOOD,positive
"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",SERVICE,positive
"Been there, done that, and New York, it's not that big a deal.",RESTAURANT,neutral
"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",RESTAURANT,positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,LOCATION,positive
Not cheap but very yummy.,FOOD,negative
"I highly recommend the fish tacos, everything else was ok.",FOOD,positive
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,SERVICE,negative
I would defiantly come back here again as one of my top choices.,RESTAURANT,positive
"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",AMBIENCE,negative
"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",AMBIENCE,positive
"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",RESTAURANT,positive
It's great to go for a quick lunch either alone or with a friend.,RESTAURANT,positive
The drinks are always welll made and wine selection is fairly priced.,DRINKS,positive
(Always ask the bartender for the SEASONAL beer!!!,DRINKS,positive
Get the pepperoni - YUM - and a family style salad.,FOOD,positive
"I can't wait for summer, when they serve outside on their gigantic patio.",AMBIENCE,positive
Personal pans are the perfect size for those hungry nights.,FOOD,positive
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",AMBIENCE,positive
Definitely a neighborhood favorite.,RESTAURANT,positive
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",FOOD,negative
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",FOOD,positive
The restaurant is cute but not upscale.,AMBIENCE,neutral
Authentic Taiwanese food that's cheap... what more could you ask for?,FOOD,positive
Watch the talented belly dancers as you enjoy delicious baba ganoush that's more lemony than smoky.,AMBIENCE,positive
Hands down the best pizza on the planet.,FOOD,positive
Too bad the food wasn't of the same heritage.,FOOD,negative
Atmosphere is nice and relaxed too...,AMBIENCE,positive
The food was bland oily.,FOOD,negative
Subtle food and service,SERVICE,positive
We were very pleasantly surprised.,RESTAURANT,positive
Drawbacks: service is slow and they don't toast!,SERVICE,negative
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",AMBIENCE,positive
The owner truly caters to all your needs.,SERVICE,positive
Great sake!,DRINKS,positive
"The waiter was attentive, the food was delicious and the views of the city were great.",LOCATION,positive
"Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.",RESTAURANT,negative
"If you are looking for a good quality, cheap eats - this is the place.",FOOD,positive
Dessert: pure disaster.,FOOD,negative
Steamed fresh so brought hot hot hot to your table.,FOOD,positive
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,FOOD,positive
I'm sure I'll return for a final judgement tho.,RESTAURANT,neutral
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,AMBIENCE,positive
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,FOOD,negative
"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",AMBIENCE,positive
The lox is always fresh too.,FOOD,positive
It's very spicy but not offensive.,FOOD,positive
The staff is incredibly helpful and attentive.,SERVICE,positive
The food was delicious but do not come here on a empty stomach.,FOOD,positive
We started off with a delightful sashimi amuse bouche.,FOOD,positive
i love margherita pizza – i looove east village pizza,RESTAURANT,positive
My husband and I have been sold on this from the first visit.,RESTAURANT,positive
"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",SERVICE,negative
"It is terrific, as is the value.",FOOD,positive
Service is fast and friendly.,SERVICE,positive
The best!,RESTAURANT,positive
"We arrived and were seated immediately, which made us both happy.",SERVICE,positive
We had Pam's special fried fish and it was amazing.,FOOD,positive
Ambiance- relaxed and stylish.,AMBIENCE,positive
We had the lobster sandwich and it was FANTASTIC.,FOOD,positive
Possibly the Most Romantic Restaurant in the City,AMBIENCE,positive
Mine tasted like the bartender had forgotten to add the tequila.,DRINKS,negative
A classic!,FOOD,positive
We paid and left because we didn't feel like arguing any more.,SERVICE,negative
My friend devoured her chicken and mashed potatos.,FOOD,positive
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,LOCATION,positive
Not the typical NYC gimmick theme restaurant.,AMBIENCE,positive
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",AMBIENCE,positive
"The freshest, best variety, and the fastest delivery.",SERVICE,positive
