text,aspects,polarities
Nos ha gustado.,RESTAURANT,positive
Comida exquisita.,FOOD,positive
Trato profesional y muy amable ,SERVICE,positive
"Estuve el Sábado pasado y la verdad es que me gustó mucho.Moderno,diferente,buen servicio,carta divertida y original.",SERVICE,positive
"Estuve el Sábado pasado y la verdad es que me gustó mucho.Moderno,diferente,buen servicio,carta divertida y original.",FOOD,positive
"Las mini hamburguesas de ternasco,ibérico y buey ya de por si merecen una visita. ",FOOD,positive
"La calidad aceptable, pero la cantidad escasa, eramos 5 chicas, y no muy comedoras, pero los platos eran muy pequeños, sobre todo las croquetas y los buñuelos, la presentación era muy buena, y la atención por parte de los Camareros, inmejorable.",SERVICE,positive
"La calidad aceptable, pero la cantidad escasa, eramos 5 chicas, y no muy comedoras, pero los platos eran muy pequeños, sobre todo las croquetas y los buñuelos, la presentación era muy buena, y la atención por parte de los Camareros, inmejorable.",FOOD,negative
Hola muy satisfactorio todo empezando por la atención en las reserva respondiendo muy atentamente a la petición y luego muy bien tanto el trato con los camareros y camareras como con el nivel de la cena lo hemos recomendado a todos nuestros amigos que que no son pocos y pronto estaremos allí de nuevo para participar en el caraoke pues soy cantante y creo que allí hay un buen ambienteUn saludo afectuoso ,SERVICE,positive
"Muy bien el trato y a gusto, lo único que para cenar en plan cena romantica resultó un poco incompatible con el tema de la actuación, al estar en una mesa demasiado entre la entrada y la barra del bar, ya que cuando llegaron las amistades de los artistas, y otros clientes, se invadió el ambientillo intimo, y ya no apetecñia mucho seguir allí cenando a la vez que gente toma copas, hubiera sido mejor poneros en una mesa por el fondo, sin ver el trasiego de gente, que al lado del escenario y la puerta de entrada.",SERVICE,positive
"Muy bien el trato y a gusto, lo único que para cenar en plan cena romantica resultó un poco incompatible con el tema de la actuación, al estar en una mesa demasiado entre la entrada y la barra del bar, ya que cuando llegaron las amistades de los artistas, y otros clientes, se invadió el ambientillo intimo, y ya no apetecñia mucho seguir allí cenando a la vez que gente toma copas, hubiera sido mejor poneros en una mesa por el fondo, sin ver el trasiego de gente, que al lado del escenario y la puerta de entrada.",AMBIENCE,negative
la cena muy rica y el servicio muy atento.,SERVICE,positive
"gracias,hasta pronto. ",RESTAURANT,positive
Esta bien la verdad!,RESTAURANT,positive
"hayyyyyy calamidad….. si ya te lo dije en su momento soy un ex currante de este restaurante por decir algo y os comprendo estuve de jefe de cocina y en fin un desatre y eso que dureun mes,no habia genero,faltaba de todo y el niñato (…) ",SERVICE,negative
"SIN ENTRAR A VALORAR LOS BOSTEZOS DE LA CAMARERA , las discusiones entre cocina y barra y los tratos con repartidores y representantes sin respetar la presencia de “solo” dos clientes en barra.Ademas deben estar contentos de cobrar entre 3,5 y 5,5 euros por pincho , pero distan mucho de hacer cocina en miniatura buena.",SERVICE,negative
"SIN ENTRAR A VALORAR LOS BOSTEZOS DE LA CAMARERA , las discusiones entre cocina y barra y los tratos con repartidores y representantes sin respetar la presencia de “solo” dos clientes en barra.Ademas deben estar contentos de cobrar entre 3,5 y 5,5 euros por pincho , pero distan mucho de hacer cocina en miniatura buena.",FOOD,negative
"Una pena , una pena….. ",RESTAURANT,negative
Nunca mas!,RESTAURANT,negative
"nos sorprendio los precios tan altos, 3,5€ una croqueta.",FOOD,negative
lo estabamos comentando mientras mirabamos la carta y el camarero nos debió oir y nos quitó la carta delante de nuestras narices.,SERVICE,negative
"Pensabamos que era un despiste, pero no, empezaron a cuchichear el cocinero y camarero, criticandonos y riendose de nosotros y de la manera mas descarada, luego tambien hicieron mofa de un señor que estaba a nuestro lado con su señora.",SERVICE,negative
y para colmo nos querian estafar cobrando de mas!!,SERVICE,negative
no volveré nunca y me encargaré de no recomendarlo.,RESTAURANT,negative
Es una falta de respeto reirte de la gente y mas si son tus clientes.,SERVICE,negative
"estuve la semana pasada y es un sitio lamentablelos camereros , uno es el dueño, son bastante desagadablesla unica que funciona es una chica rubia que hace lo imposible por agradar y tapar al restoson ademas muy carosno vayais ",SERVICE,negative
una decepción ,RESTAURANT,negative
"Pedimos varias de las sugerencias del listado, porque la carta normal era muy poco original.¡Todas costaron entre 23 y 28 €, hasta las ensaladas!",FOOD,negative
"Muy caro, carísimo para la calidad.",RESTAURANT,negative
"Además teniendo que correr para salir a tiempo, porque hacen turnos para cenar.",SERVICE,negative
¡A estos precios me parece un insulto!,RESTAURANT,negative
Yo no voy a volver.,RESTAURANT,negative
"No esta la economia para que la gente pague 60 euracos en una ensalada y una carne, a falta de vino y postre, por persona segun el vino te vas a 80 euros.",FOOD,negative
"Hola,yo he estado en este restaurante dos veces y nos gusto bastante.",RESTAURANT,positive
"Casualmente también cenamos la tempura y nos encanto, de segundo yo comi cochinillo, venia con huesos (en otros sitios lo dan deshuesado) pero estaba riquisimo, mi mujer pidió corvina y también le encantó, de postre compartimos un coulant de chocolate.la segunda vez fuimos con mis suegros y también les gusto, fue un domindo a comer, picamos jamón, croquetas y otra vez tempura y de segundo arroz negro, en su punto y muy bueno.",FOOD,positive
las dos veces precio normal para estos sitios.,RESTAURANT,positive
Estuvimos hace unas semanas y no nos gustó nada.,RESTAURANT,negative
"La tempura, un plato treméndamente vulgar en cuanto a su presentación y la calidad.",FOOD,negative
El cogote y el bacalao aceptable.,FOOD,neutral
Postre también vulgar.,FOOD,negative
"El servicio más pendiente de una cena de empresa, por tanto no fue bueno el servicio.",SERVICE,negative
Mucha apariencia de modernidad pero nada especial.,AMBIENCE,negative
Nosotros no volveremos. ,RESTAURANT,negative
Estuve el otro día y me parecio muy bien.,RESTAURANT,positive
"El trato fues cordial y la comida esplendida, tuvieron un par de detalles buenos que eso gusta porqeu no en todos los itios lo hacen.",FOOD,positive
La comida estuvo bien en su punto y bien presentada. ,FOOD,positive
Yo voy bastante a menudo y me encanta.,RESTAURANT,positive
El servicio siempre es correctísimo y la comida muy buena.,SERVICE,positive
El servicio siempre es correctísimo y la comida muy buena.,FOOD,positive
"De entrantes siempre pedimos la tempura que está buenísima (pese a los comentarios anteriores), croqueta trufada que es expectacular y el ravioli con longaniza de Graus que está expectacular también.",FOOD,positive
Lo único que no me convenció fue el magret de pato que estaba pelín soso.,FOOD,negative
Sin duda es un sitio que recomiendo. ,RESTAURANT,positive
"yo no he tenido el placer de la cocina de este restaurante, pero el trato deja mucho que desear, ayer, con mi bebe de 4 meses y mi pareja intentamos ir al concurso de las tapas que se celebra cada año en zaragoza y nos dijeron de muy malas maneras que en domingo solo se comia a la carta y que no hacian el concurso (que en la propaganda viene anunciado hasta el 25 de noviembre), y ademas nos querían sentar en una zona de paso, con el carrito apartado…en fin, para no volver, y sin probarlo!!!!! ",SERVICE,negative
La nula educación y su pésima atención son sus credenciales. ,SERVICE,negative
"El restaurante bien, con una decoración escueta (”minimalista”) muy agradable, el trato correcto comimos muy bien y no me parecio caro para los tres que fuimos.",SERVICE,positive
"En resumen, comida bien-muy bien, servicio correcto y profesional ",SERVICE,positive
"En resumen, comida bien-muy bien, servicio correcto y profesional ",FOOD,positive
"Estuvimos muy agusto y cenamos muy bien, el menu de temporada, con algun plato de carta que luego nos ajustaron como de menu.",FOOD,positive
Todo muy correcto.,RESTAURANT,positive
Todo muy correcto.,RESTAURANT,positive
Todo muy correcto.,RESTAURANT,positive
Todo muy correcto.,RESTAURANT,positive
"Creo que es un sitio donde es dificil que algo salga mal, de estos sitios, que siempre aciertas.",RESTAURANT,positive
Muy recomedable.,RESTAURANT,positive
Nosotros volveremos. ,RESTAURANT,positive
"Estuvimos hace poco mi pareja y yo comiendo y resultó todo muy bien, tanto la comida, el vino, el trato, la  decoración… nos gustó todo mucho.",FOOD,positive
"Estuve la semana pasada (entre semana) cenando y fue muy bien.Tanto la atención (muy atentos y dando consejos apropiados), como la comida, y el tiempo de espera.",SERVICE,positive
"Tanto el postre como el vino, fueron consejo del maitre, y la verdad que muy acertados. ",DRINKS,positive
"Hemos comido de menú de temporada ( 26 € ) : Todo bueno, pero sales con la sensación de haber pagado más de lo que deberías ( y eso que no he pagado yo ) .",FOOD,positive
"Y el menú para niños es un cuadra cuentas; el menú sigue la lógica de lo que un niño puede comer sin complicaciones y está todo bueno, pero sigue la tónica del resto: caro.Queda la duda de cómo será comer de carta, pero por cuenta propia, habiendo tantas opciones disponibles, no creo que vuelva para comprobarlo. ",FOOD,positive
Para olvidar. ,RESTAURANT,negative
Muy bien tanto el servicio como la atención recibida y la cena ,SERVICE,positive
"Hemos estado muy a gusto, buen servicio, buena comida y buena compañia.",SERVICE,positive
"Hemos estado muy a gusto, buen servicio, buena comida y buena compañia.",FOOD,positive
Repetiremos. ,RESTAURANT,positive
Escriba aquí su comentario…Todo un descubrimiento.,RESTAURANT,positive
Hemos comido fenomenal.,FOOD,positive
"Comida elaborada y sabrosa, cantidades generosas y servicio perfecto.",SERVICE,positive
"Comida elaborada y sabrosa, cantidades generosas y servicio perfecto.",FOOD,positive
Lo recomiendo totalmente. ,RESTAURANT,positive
"Todo estupendo, el restaurante estaba lleno y aun así nos atendieron muy bien ",SERVICE,positive
No se puede encontrar mejor relación calidad/precio en Zaragoza.,FOOD,positive
"Un menú de 25 euros impecable, el local tiene una atmósfera relajante y el servicio es súper amable y profesional.",SERVICE,positive
"Un menú de 25 euros impecable, el local tiene una atmósfera relajante y el servicio es súper amable y profesional.",AMBIENCE,positive
El rogout de manitas prueba la existencia de dios padre.,FOOD,positive
"De segundo magret de pato y el postre no lo recuerdo, eso sí, recuerdo que ni fu ni fa.",FOOD,negative
La tempura aparte de no estar especialmente buena.,FOOD,negative
"El magret nada fino, tenía increíblemente los pelitos del pato.",FOOD,negative
"Creo que un restaurante que presenta un estilo moderno, minimalista y bastante snob no puede presentar así un plato, pero claro la salsa y la presentación a primera vista todo lo tapa.",FOOD,positive
"Muy caro, un querer ser y no poder.",RESTAURANT,negative
No lo recomiendo para nada ,RESTAURANT,negative
El risotto muy bueno.,FOOD,positive
Fueron un poco lentos en el servicio.,SERVICE,negative
Perfecto restaurante.,RESTAURANT,positive
la comida esta fabulosa.,FOOD,positive
el servicio muy profesional con la cocina a la vista y donde el chef se tapa la boca con una mascarilla(muy higiénico) .,SERVICE,positive
La comida buena y el servicio también.,SERVICE,positive
La comida buena y el servicio también.,FOOD,positive
"Buena ubicación, buen servicio, calidad-precio inmejorable",SERVICE,positive
"La comida fue buena, el servicio un poco lento y tuvimos que reclamar el 20%.",SERVICE,positive
"La comida fue buena, el servicio un poco lento y tuvimos que reclamar el 20%.",FOOD,negative
Lo único que en la pagina ponen que tienen platos sin gluten y no tienen información ni en la carta ni el mismo camarero... dudaban de todo.,SERVICE,negative
Lo único que en la pagina ponen que tienen platos sin gluten y no tienen información ni en la carta ni el mismo camarero... dudaban de todo.,FOOD,negative
"Buen servicio, con algunos pequeños detalles a mejorar.",SERVICE,positive
Deben mejorar el control en la cocción de la base de pizza que utlilizan.,FOOD,negative
"Buen local, buen ambiente y bastante acogedor.",AMBIENCE,positive
Buena relacion calidad precio,FOOD,positive
Es algo más caro que lo que aparece en la web.,RESTAURANT,negative
"Increible restaurante, un servicio increíble, un personal magnifico y una comida deliciosa.",SERVICE,positive
recomendado 100% nosotros volveremos a ir.,RESTAURANT,positive
"El restaurante era muy bonito, además el servicio muy bueno.",SERVICE,positive
"En este día 25/12, apreciamos más lentitud en el servicio seguramente porque había menos personal en un día tan señalado, por lo demás excelente relación calidad/precio.",SERVICE,negative
Todo muy muy rico excelente,RESTAURANT,positive
Pedimos un risotto (acceptable) y una pizza (muy mejorable) y postres (lo mejor).,FOOD,positive
El servicio era eficiente pero no especialmente amable.,SERVICE,neutral
Se equivocaron al traer uno de los platos y rectificaron pero hubo que esperar un poco.,SERVICE,negative
En la cuenta se olvidaron de hacer el descuento y también fue necesario esperar a la rectificación.,SERVICE,negative
"Lo recomiendo, un lugar en el que disfrutar de comida casera ó también de una buena chuleta de ternera a la piedra dentro de unos precios asequibles, para los que os gusten los buenos vinos, tenéis una gran variedad de ellos con los que acompañar una buena comida, en cuanto a las personas que lo atienden, Ana la propietaria se encarga de hacerte cómoda tu estancia y su madre en la cocina una excelente cocinera y un encanto de mujer. ",SERVICE,positive
"Lo recomiendo, un lugar en el que disfrutar de comida casera ó también de una buena chuleta de ternera a la piedra dentro de unos precios asequibles, para los que os gusten los buenos vinos, tenéis una gran variedad de ellos con los que acompañar una buena comida, en cuanto a las personas que lo atienden, Ana la propietaria se encarga de hacerte cómoda tu estancia y su madre en la cocina una excelente cocinera y un encanto de mujer. ",FOOD,positive
"Hemos comido el menú a la brasa precio calidad bien, los cayos que hemos probado de 10.",FOOD,positive
Lo recomendaremos.,RESTAURANT,positive
Buen sitio para repetir ,RESTAURANT,positive
muy recomendable y para volver!!! ,RESTAURANT,positive
"Tuvimos que esperar un poco para sentarnos, pero la comida muy buena, merece la pena. ",SERVICE,positive
"Tuvimos que esperar un poco para sentarnos, pero la comida muy buena, merece la pena. ",FOOD,negative
"Excelente la atención de todo el personal, la comida ni hablar toda muy buena sobre todo el ternasco a la brasa uff todavíalo saboreo, muy buena cantidad para el que es comelón, un poco apartado del centro, pero por lo demás lo sabroso hace olvidar lo apartado, de verdad es muy bueno, lo recomiendo a todo aquel de buen paladar. ",FOOD,negative
Fuimos 7 personas con un niño tanto el trato con la comida fue muy buenaLo recomiendo ,SERVICE,positive
Fuimos 7 personas con un niño tanto el trato con la comida fue muy buenaLo recomiendo ,FOOD,positive
La cena estuvo muy bien.,FOOD,positive
"Fuimos un grupo numeroso, 20 personas, y nos atendieron fenomenal y muy efectivos.",SERVICE,positive
"La ensalada, los entrantes fritos, el queso, fenomenal.",FOOD,positive
"Como 2º plato yo elegí churrasco, que estaba sensacional, y con patatas fritas caseras (no congeladas).",FOOD,positive
"Los postres también muy buenos, unos chupitos al final, cafés y todo por 20 € por persona.",FOOD,positive
"Los comentarios fueron favorables hacia todo, excepto el vino.",DRINKS,negative
Hay vinos jóvenes muy buenos de Cariñena por menos de 2 € la botella.,DRINKS,positive
"No será la última vez que vayamos,porque nos ha encantado.",RESTAURANT,positive
El servicio estupendo y la cena muy bien también.,SERVICE,positive
El servicio estupendo y la cena muy bien también.,FOOD,positive
Recomendable sin duda. ,RESTAURANT,positive
"Hace una semana fuimos por primera vez al Candelas, fue su menú de brasa el que probamos y salvo el vino que gano mucho al convertirlo en  tinto de verano , la cena fue satisfactoria.",FOOD,negative
Sinduda repetiremos.,RESTAURANT,positive
Muy recomendable y excelente trato de la Jefa de Sala. ,SERVICE,positive
"Vuelta de vacaciones y  parece oportuno volver por donde acabamos, si el último fue una buena experiencia.Excelente opción tanto en su menú a la brasa, como sobre todo ese menú veraniego de arroz.",FOOD,positive
"Hoy es la segunda vez que lo probamos y muy satisfecho de los tres arroces servidos, el negro, el de callos y el novedoso de rebozuelo.",FOOD,positive
"Magnífica la atención de Ana y hoy la guinda fue un carajillo de ron, como debe ser, obra de una buena camarera.",SERVICE,positive
"Excelente trabajo en la cocina, a un precio muy interesante.",FOOD,positive
"Trato exquisito, comida sabrosa , en un ambiente sin lujos pero con una relación calidad precio casi imposible de encontrar en Zaragoza.",AMBIENCE,positive
"Trato exquisito, comida sabrosa , en un ambiente sin lujos pero con una relación calidad precio casi imposible de encontrar en Zaragoza.",FOOD,neutral
"Ana un lujo como jefa de sala, Eduardo Orús un toque especial en los fogones.",SERVICE,positive
Ingeniosos menús degustación que van cambiando con acierto.,FOOD,positive
Definitivamente un lugar para tener en cuenta cada semana. ,RESTAURANT,positive
"La atención ha sido buena, la comida aceptable, pero mi queja es con la reserva, por internet, sino me hubiera presentado personalmente hubiera tenido un chasco.",SERVICE,positive
"La atención ha sido buena, la comida aceptable, pero mi queja es con la reserva, por internet, sino me hubiera presentado personalmente hubiera tenido un chasco.",FOOD,positive
"La comida,muy buena.",FOOD,positive
"El trato amable,y el servicio rápido.",SERVICE,positive
El precio para los tiempos de crisis que atravesamos un poco por encima de nuestros presupuestos.,RESTAURANT,negative
No obstante buena relación calidad precio.,FOOD,positive
Seguramente volveremos ,RESTAURANT,positive
Me gustó.,RESTAURANT,positive
"Escriba aquí su comentario:Muy buen restaurante en relación calidad/precio y cantidad, los callos insuperables, personal muy atento y agradable. ",SERVICE,positive
"Buena comida, sobretodo los callos, recomendable. ",FOOD,positive
"Muy amable todo el personal, limpio y la comida muy buena y con varios menus para elegir junto con la carta.",FOOD,positive
"Muy amable todo el personal, limpio y la comida muy buena y con varios menus para elegir junto con la carta.",SERVICE,positive
Volveremos ,RESTAURANT,positive
"Buena cocina, ambiente tranquilo y servicio esmerado.",SERVICE,positive
"Buena cocina, ambiente tranquilo y servicio esmerado.",FOOD,positive
"por eso regresamos cada vez que podemos por que vale la pena, y si que es recomendable  A/t.",RESTAURANT,positive
manuel hasta la proxima y gracias.,RESTAURANT,positive
"Como Siempre fantastico,  Gran Servicio, calidad extrema y precio en concordacia.",SERVICE,positive
"Un valor seguro cuando consiste no sólo en comer fantásticamente, si no en quedar bien con gente que está de visita en la ciudad.",RESTAURANT,positive
Buen trato y buena comida,FOOD,positive
"Hola, fuimos ayer dia 12-08-2011, y realmente los platos son exquisitos.",FOOD,positive
Me encantó.,RESTAURANT,positive
"Sinceramente, buenisimo, sobretodo el solomillo con vino tinto buenisimo, el mejor que he probado y personal muy amable.",FOOD,positive
"Se está muy a gusto, mi restaurante preferido de barcelona.",RESTAURANT,positive
"Los precios un poco altos, pero compensa con la buena calidad del producto y la profesionalidad de todo el personal.",SERVICE,positive
"Los precios un poco altos, pero compensa con la buena calidad del producto y la profesionalidad de todo el personal.",FOOD,positive
"Me ha causado una gratisima impresión, tanto en la calidad de sus productos como en el exquisito trato de su personal.",SERVICE,positive
"Me ha causado una gratisima impresión, tanto en la calidad de sus productos como en el exquisito trato de su personal.",FOOD,positive
Repetiré cuando regrese por Barcelona y ya he recomendado a mis amigos.,RESTAURANT,positive
Calidad y servicio muy correctos.,SERVICE,positive
Calidad y servicio muy correctos.,FOOD,positive
Un buen restaurante dentro de la gama media/alta de Barcelona,RESTAURANT,positive
"Un restaurante muy tranquilo y perfecto para ocasiones especiales con la familia, etc...",AMBIENCE,positive
"El servicio es atento y rápido, sin ser en ningún momento agobiante.",SERVICE,positive
Para recomendar.,RESTAURANT,positive
"La calidad de la comida no  corresponde al precio, además las mesas estan demasiado juntas y oyes sin quere todas las conversaciones de alrededor.",FOOD,negative
"Definitivamente no volveré, al menos pagando yo.",RESTAURANT,negative
Se puede resumir en una palabra: Excelente,RESTAURANT,positive
Muy buena calidad de alimentos y muy bien cocinados.,FOOD,positive
"Servicio rápido, muy amables.",SERVICE,positive
No le pongo un 10 por que es un poquito caro pero merece la pena ir.,RESTAURANT,negative
Debe ser un sitio de referencia siempre.,RESTAURANT,positive
Fuimos por una recomedación y fue todo un acierto.,RESTAURANT,positive
La xatonada y las croquetas una delicia.,FOOD,positive
Buen servicio y buen ambiente.,SERVICE,positive
"Siempre vamos cuando no sabemos adonde ir para cenar, la comida esta bien y el precio en comparacion vale la pena .",RESTAURANT,positive
El corte del jamon en lonchas mas finas!,FOOD,negative
"Impecable, calidad extraordinaria en cuanto al producto, la presentación y el ""punto"".",FOOD,positive
"El servicio lustroso, impecable, elegante.",SERVICE,positive
"Cocina catalana y de mercado, basada en una óptima calidad del producto.",FOOD,positive
Este restaurante goza de una homogeneidad envidiable.,RESTAURANT,positive
Nunca les va a defraudar.,RESTAURANT,positive
"El ambiente, la comida, el óptimo servicio y la magnífica relación calidad/precio.",FOOD,positive
"El ambiente, la comida, el óptimo servicio y la magnífica relación calidad/precio.",SERVICE,positive
"Muy caro por la comida que ofrecen, he comido igual o mejor en La Flauta, El Asador de Aranda, etc.",FOOD,negative
Un restaurante al que no pienso volver.,RESTAURANT,negative
"Nada que objetar a la comida, ni a la decoración, pero quiero dejar constancia que el servicio no está a la altura de lo que se merecería el restaurante.",SERVICE,positive
"Nada que objetar a la comida, ni a la decoración, pero quiero dejar constancia que el servicio no está a la altura de lo que se merecería el restaurante.",FOOD,negative
De lo mejor de Barcelona.,RESTAURANT,positive
Todo excelente.,RESTAURANT,positive
El precio es elevado pero lo vale.,RESTAURANT,neutral
"El local muy bien, la calidad de la comida muy buena, servicio  bueno, pero la presentación de los platos, ya que se lo cobra, deja mucho que desear.",FOOD,positive
"El local muy bien, la calidad de la comida muy buena, servicio  bueno, pero la presentación de los platos, ya que se lo cobra, deja mucho que desear.",SERVICE,positive
Como siempre L'Olivé ofrece una cocina catalana y de mercado de una calidad impecable.,FOOD,positive
El producto siempre es de primera y de una homogeneidad envidiable.,FOOD,positive
"Su selección de ""para picar"" es destacable: óptimos calamares a la romana y fantásticos boquerones frescos y rebozados.",FOOD,positive
"Pescados impecables y de una cocción, ya sea a la plancha o al horno, siempre en su punto.",FOOD,positive
"Unos postres para golosos, destacando una de las mejores ""cremas catalanas"" y un ""tiramisú"" de antología.",FOOD,positive
La bodega suficiente y con una variedad muy bien escogida y a precios adecuados.,DRINKS,positive
El ambiente más que agradable y poco ruidoso.,AMBIENCE,positive
"Es un restaurante para repetir, repetir y repetir.",RESTAURANT,positive
Excelente !,RESTAURANT,positive
Muy rica comida y muy buen servicio.,SERVICE,positive
Muy rica comida y muy buen servicio.,FOOD,positive
"La comida es buena o muy buena diria, el precio es carillo pero normal en esta zona de Barcelona, ahora bien el servicio es muy mejorable sobre todo que no os toque el camarero de las prisas que quiere que te vayas lo antes posible.",SERVICE,positive
Pasable.,RESTAURANT,neutral
Bien.,RESTAURANT,positive
"Buena cocina y servicio, aunque los camareros van acelerados como si estuvieran apagando un conato de incendio.",SERVICE,positive
En realidad están tratando de que dejes la mesa lo antes posible para ocupar un segundo turno.,SERVICE,negative
"Trato pobre, los precios de los platos no tienen sentido y el local tiene mucho ruido!",SERVICE,negative
"Trato pobre, los precios de los platos no tienen sentido y el local tiene mucho ruido!",FOOD,negative
El servicio deja de desear y sinceramente os dijo que este restaurante ha pasado su mejor momento.,SERVICE,negative
La verdad es que resulta muy caro para lo que recibes.,RESTAURANT,negative
"Tenia unas expectativas muy altas tras haber estado en el Barcelonta de mismo grupo, sinembargo me decepcionó muchísimo: comida recalentada, mucho ruido, mesas muy cerca, trato frio y desagradable... ",SERVICE,negative
"Tenia unas expectativas muy altas tras haber estado en el Barcelonta de mismo grupo, sinembargo me decepcionó muchísimo: comida recalentada, mucho ruido, mesas muy cerca, trato frio y desagradable... ",FOOD,negative
No pienso volver.,RESTAURANT,negative
Mi preferido para celebraciones especiales desde hace muchos años.,RESTAURANT,positive
Nunca me falla !!!,RESTAURANT,positive
Comida aceptable a un precio algo elevado para lo que es.,FOOD,positive
"el restaurante es agradable; la comida buena pero un poco cara; el servicio nos trató fatal (febrero 2007); ruidosos, impertinentes, fue imposible disfrutar de la cena.",FOOD,positive
"el restaurante es agradable; la comida buena pero un poco cara; el servicio nos trató fatal (febrero 2007); ruidosos, impertinentes, fue imposible disfrutar de la cena.",SERVICE,positive
"Por lo demás, el servicio bueno dentro de que como decía un político pepero (Cañete) los ""nuevos"" camareros no diferencian un arroz de un fideo... pero por lo menos son eficaces y atentos.",SERVICE,positive
La comida bien en cuanto calidad y cantidad.,FOOD,positive
Debe mejorar muy mucho su carta de vinos.,DRINKS,negative
"Total; buena comida, con poca capacidad de sorpresa y bastante caro.",FOOD,positive
"Me encantó el filete de vedella al foie, en general le doy una puntuación de 9.",FOOD,positive
"La comida muy pero muy buena, áun me acuerdo del foie y de mangret de pato con salsa de fresa.",FOOD,positive
Me ha encantado.,RESTAURANT,positive
"Es verdad que los camareros van con mucha prisa, pero a nosotros nos ha ido bien, porque después de cenar teníamos que ir al teatro, y aun así salimos del restaurante corriendo.",SERVICE,positive
"no cuiden al client; sorollos, un escandol, ha perdut tot l´encant.¡un desastre!",SERVICE,negative
"Comida con calidad correcta y en su justa proporcion y precio ay,ay,carta de vinos completa y bien,servicio profesional eficiente,peros:decoracion y ambiente casi retro,cobrar por pan que no pedi y servicio 2,20 €,por persona,pan de coca con tomate 3,20 €,excesivo, los cafes a 2,00,todo mas impuestos no repetire.",FOOD,positive
Uno de mis restaurantes preferidos.,RESTAURANT,positive
"Buen ambiente, cocina excelente y decorado atractivo.",FOOD,positive
"Buen ambiente, cocina excelente y decorado atractivo.",AMBIENCE,positive
Sobresaliente.,RESTAURANT,positive
"Estamos hablando de un sitio muy fino situado en el cogollo barcelonés, por tanto, entiendo, que se tiene que reflejar en el precio.",RESTAURANT,positive
"Calidad excelente, carta extensísima, servicio atento, instalaciones cuidadísimas y salones privados que ensalzan todo lo dicho.",SERVICE,positive
"En definitiva, no se lo pierdan.",RESTAURANT,positive
La comida no está mal pero por lo que dan es caro.,FOOD,positive
El local no está mal pero el ambiente es ruidoso.,AMBIENCE,negative
"El restaurante es bonito y la comida buena, pero para mi gusto el precio es excesible en relación calidad precio.",FOOD,positive
Me habian recomendado este restaurante y la verdad es que valia la pena probar.,RESTAURANT,positive
"Muy buen trato por parte de todo el personal (correcto, educado y profesional), la comida muy buena y un ambiente relajado en el comedor.",SERVICE,positive
"Sencillamente, me ha encantado!",RESTAURANT,positive
Lo recomiendo!!!!!,RESTAURANT,positive
"lo recomiendo, se come muy bien calidad, precio excelente que es lo importante, buena bodega.",FOOD,positive
Impecable.,RESTAURANT,positive
"Cocina, platos y sobre todo el personal extraordinario,  y muy profesional.",SERVICE,positive
"Cocina, platos y sobre todo el personal extraordinario,  y muy profesional.",FOOD,positive
!Me siento engañado!,RESTAURANT,negative
"Cenamos mi señora y yo correctamente el servicio la comida también sin ser nada fuera de lo común, los sorbetes fueron mediocres por no decir que no estaban a la altura de lo pagado,  pero no estaba mal hasta aquí todo correcto, sobre las doce y cuarto aparecen “Las Posesas”Se empiezan hacer fotos con algún cliente y a dar vueltas por el local.",SERVICE,positive
"Cenamos mi señora y yo correctamente el servicio la comida también sin ser nada fuera de lo común, los sorbetes fueron mediocres por no decir que no estaban a la altura de lo pagado,  pero no estaba mal hasta aquí todo correcto, sobre las doce y cuarto aparecen “Las Posesas”Se empiezan hacer fotos con algún cliente y a dar vueltas por el local.",FOOD,neutral
"A la una mi mujer y yo ya nos dormíamos esperando el espectáculo prometido y nos fuimos, antes de irme se lo comente a un responsable de barra y ya no me contestaba como al principio con buenas palabras y educación ahora me dice que no es su problema y que el no tenia la culpa que el espectáculo indicado a las 23:30 fuese la una y no hubiese empezado.",SERVICE,negative
La comida y el servio bien y se agradece que la actuación comience cuando hemos terminado de cenar.,SERVICE,positive
"Estuve con una amiga este viernes pasado, se lo había recomendado porque ya había estado allí y me pareció un lugar diferente, un sitio para cenar, pasar un rato divertido, tomar alguna copa y cenar algo, bueno, decepción total, el ambiente del restaurante, antes más innovador, ahora se ha convertido en  un restaurante más.",RESTAURANT,neutral
"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atención muy buena, el postre, una degustación muy bueno, en definitiva me pareció muy muy caro para lo que cenamos, salimos a 60 € por cabeza.",SERVICE,negative
"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atención muy buena, el postre, una degustación muy bueno, en definitiva me pareció muy muy caro para lo que cenamos, salimos a 60 € por cabeza.",FOOD,positive
Todo un exceso la verdad.,RESTAURANT,negative
No pienso volver ,RESTAURANT,negative
"Sirven platos deliciosos, ya sean nuevos o tradicionales.",FOOD,positive
"El maître nos recomendó dos vinos, un tinto y un blanco, que resultaron un acierto.",DRINKS,positive
"El ambiente es agradable y el servicio, rápido y atento.",SERVICE,positive
"Al servir los platos, el encargado del local da sucintas y pertinentes explicaciones que se agradecen.",SERVICE,positive
"Un precio razonable, en mi opinión.",RESTAURANT,positive
Volveremos. ,RESTAURANT,positive
Volveremos. ,RESTAURANT,positive
Volveremos. ,RESTAURANT,positive
Volveremos. ,RESTAURANT,positive
