text,aspects,polarities
"De prijzen zijn echt heel hoog, voor 4 dunne sneetjes verbrand stokbrood met knoflook betaal je €5,50, en tot onze grote teleurstelling kwam de pizza à +/- €13,50 uit de diepvries!",FOOD,negative
"Ook de bediening laat te wensen over, er kan geen glimlachje vanaf.",SERVICE,negative
Geef je geld ergens anders uit!,RESTAURANT,negative
"LET OP: Als de ober je vraagt of je stokbrood met kruidenboter wilt hebben, dit kost €5,5- euro voor een bordje met 3 zielige stukjes stokbrood per persoon dus niet eens een mandje voor meer personen!",FOOD,negative
"De friet die je apart moet bestellen kosten €,- voor een hele kleine portie en het sausje van €3,- is veel te waterig.",FOOD,negative
"Drankjes zijn abnormaal duur, €6,- voor een cola en €9,50 voor een Belgisch biertje!",DRINKS,negative
En dan durven ze als je nog even aan het natafelen bent ook nog te vragen om je tafel af te staan omdat er een groep van 10 man je tafeltje nodig heeft.,SERVICE,negative
"ZEER SLECHTE ERVARING slechte wijn wordt verkocht als huiswijn voor 18,50€/1/2 liter men durft echter de lege fles niet laten zien omdat er op grote schaal bedrog wordt gepleegd met merk en kwaliteit frites maar half afgebakken, saus koud en op elk gerecht hetzelfde personeel is beschaamd voor de manier waarop ze het clienteel moeten bedriegen ZEKER GEEN AANRADER",FOOD,negative
"Dit bleek betrekking te hebben op de lunch, maar we konden deze gerust bestellen, (het was over zessen in de avond) de porties waren alleen wat kleiner volgens de ober.",SERVICE,neutral
"Na een dik half uurtje kwam mijn vissoep en die was voortreffelijk, mocht alleen wel wat warmer zijn.",FOOD,neutral
Ook de escargots van mijn partner waren heerlijk.,FOOD,positive
"Daarna de mosselen, voor mij in witte wijn en voor mijn man met knoflook, 't Smaakte prima, mosselen wat aan de kleine kant.",FOOD,negative
De ober was correct en vriendelijk.,SERVICE,positive
Ik zou het iedereen afraden!,RESTAURANT,negative
"Ik zit er nu en we werden net gewoon uitgelachen door de ober omdat we ""maar 2 thee"" hadden besteld.",SERVICE,negative
Geen fooi en wij komen hier nooit meer!,RESTAURANT,negative
"Het eten (3 gangen) werden op 40 minuten gebracht, voorgerecht was nog eetbaar, maar de waterzooi was meer bot dan kip en zag er verschrikkelijk wansmakelijk uit, het stoofvlees was ongelofelijk droog.",FOOD,negative
"We hadden een menu van 17 euro genomen, vooraf paté wat wel smaakte.",FOOD,neutral
"Dat leek wel een kinderportie, 5 blokjes vlees en een paar frietjes.",FOOD,negative
Biertje bij het eten waar ze 8 euro voor vroegen.,DRINKS,negative
We hadden beter naar het frietkot kunnen gaan.,RESTAURANT,negative
"Was niet verkeerd, smaak was redelijk tot goed.",FOOD,neutral
"Maar kennelijk viel de klandizie tegen, want halverwege onze maaltijd begon men om 21.00 uur de lege tafeltjes op te ruimen en te verplaatsen naar de 'nachtstand '.",SERVICE,negative
"Bediening was chagrijnig, er kon geen lachje vanaf.",SERVICE,negative
Het arme wicht had per ongeluk de mosselen van onze buren aan ons geserveerd.,SERVICE,neutral
enkele seconden later kwam ze doodleuk met een stalen gezicht dezelfde schaal opdienen bij onze buren.,SERVICE,negative
Wegblijven bij deze ballentent is mijn enige advies.,RESTAURANT,negative
Personeel niet vriendelijk.,SERVICE,negative
De kaart vermeld geen non-alcoholische dranken.,DRINKS,negative
Eten was van zeer slechte kwaliteit.,FOOD,negative
Wijn was niet te drinken.,DRINKS,negative
Wat een vriendelijke bediening.,SERVICE,positive
"Menu genomen met diverse kleine voorgerechtjes, geweldig lekker.",FOOD,positive
"Daarna visgerechten, ook echt goed.",FOOD,positive
Absoluut een aanrader.,RESTAURANT,positive
"Het eten is er puur Grieks, de bediening ontzettend vriendelijk en attent.",SERVICE,neutral
"Het eten is er puur Grieks, de bediening ontzettend vriendelijk en attent.",FOOD,positive
Wij kunnen dit restaurant zowel aan de locals als aan de toeristen aanraden.,RESTAURANT,positive
Heel vriendelijk onthaal door de patron en kersverse gerechten met eerlijke wijnen.,DRINKS,positive
Heel vriendelijk onthaal door de patron en kersverse gerechten met eerlijke wijnen.,SERVICE,positive
Dolmades en een nooit geziene kwaliteit van de Moussaka;,FOOD,positive
"Mooie porties in een zeer gezellig kader, vlak aan de markt.",FOOD,positive
"zeer vriendelijke uitbater, ik heb er lekkere gegrilde inktvis gegeten, door zijn ligging nogal duur en vooral op toeristen gericht, maar toch geen slechte ervaring!",FOOD,positive
"De betere Wijn, gin en whisky zijn hier geen onbekende en de desserts zijn voor duimen en vingers op te eten en...",FOOD,positive
Witte sangria aan gunstig prijsje en heerlijke salade met crème brulee van geitenkaas!,FOOD,positive
Grappige en vriendelijke ober.,SERVICE,positive
De gastvrouw is een prima kokkin en Tom is attent en vriendelijk!,SERVICE,positive
De gastvrouw is een prima kokkin en Tom is attent en vriendelijk!,FOOD,positive
Zeker een goed restaurant.,RESTAURANT,positive
"Alles perfect op smaak, leuke en verrassende gerechten.",FOOD,positive
"Het toetje was wat aan de karige kant, maar de smaak was top.",FOOD,positive
De bediening vond ik vrij informeel voor de setting.,SERVICE,neutral
"Wat een topkok, wat een heerlijke amuses",FOOD,positive
Culinair een 10,FOOD,positive
Vriendelijke bediening,SERVICE,positive
Mooie wijnen,DRINKS,positive
Alles wordt zeer origineel gebracht en de smaken zijn top!,FOOD,positive
Lekkere wijn en hele vriendelijke bediening.,DRINKS,positive
Lekkere wijn en hele vriendelijke bediening.,SERVICE,positive
her restaurant heeft een beperkte kaart maar alle gerechten zijn copieus en lekker.,FOOD,positive
"de gastvrouw, tevens Brugse gids, maakt het verschil.",SERVICE,positive
"1 uur wachten op een bruchetta, die een droog stukje brood was met wat platgebakken champignons erbij!",FOOD,negative
Hoofdgerecht was pasta met diepvrieszeevruchtenmix en nul komma nul smaak!,FOOD,negative
Echt geen restaurant waardig!!!!,RESTAURANT,negative
De enige garnituur was wat ongewassen peterselie die het gerecht volledig naar de knoppen hielp.,FOOD,negative
"Deze was (uit een potje), op een bord gesmeten met diepvries rode vruchten!!",FOOD,negative
Geef hier jullie geld niet aan!!!!,RESTAURANT,negative
Slechter dan deze kan niet!!,RESTAURANT,negative
UITSTEKEND!!,RESTAURANT,positive
Super bediening & eten heel heel lekker!,FOOD,positive
Is het enige Italiaans rest waar we komen...,RESTAURANT,neutral
Vriendelijke gastvrouw en no nonsense bediening.,SERVICE,neutral
De pizza en de pasta zijn lekker zonder meer.,FOOD,neutral
Het eten was lekker.....mijn zoon zou een 5 sterren hebben gegeven....indien hij dit kon doen.,FOOD,positive
"Top, we gaan zeker terug!",RESTAURANT,positive
"Heel lekker salaatje met mooie verse saladesoorten, niet die die je dikwijls geserveerd krijgt, recht uit de zak!",FOOD,positive
"Slaatje afgewerkt met lekkere dressing, gebakken spekjes en goede feta.",FOOD,positive
Als hoofdgerecht een stukje gebakken zalm met krieltjes en verse groentjes!,FOOD,positive
"Alles heel lekker, en zoals het een daglunch betaamt, in een uurtje geserveerd.",SERVICE,positive
De vriendeljke bediening mogen we zeker ook niet na laten te vermelden.,SERVICE,positive
Wel iets om terug te gaan en een van hun menuutjes of à la carte uit te proberen.,RESTAURANT,positive
"Geen spijt van gehad, het driegangen Marktmenu van €35,- was heerlijk.",FOOD,positive
"Het menu van €35,- was erg goed.",FOOD,positive
De smaken van de gerechten kwamen goed tot hun recht.,FOOD,neutral
De sfeer in dit prachtige gebouw is ongedwongen en plezierig.,AMBIENCE,positive
Wij kunnen dit restaurant in Brugge zeker aanbevelen.,RESTAURANT,positive
"Erg vlotte bediening, toffe sfeer en daarenboven zeer lekkere ribbetjes.",FOOD,positive
Vriendelijke ontvangst en heel vlotte bediening achteraf.,SERVICE,positive
De kwaliteit van de schotels is heel goed (wel niet de ribs genomen) en de porties zijn enorm.,FOOD,positive
Kortom voor herhaling vatbaar,RESTAURANT,positive
"het was even geleden... maar gisteren een onverwachte stop gemaakt, en natuurlijk niet kunnen weerstaan aan deze zoete verleidingen.... brownie met gember was superjammie!!!!!",FOOD,positive
hele lekkere patisserie!,FOOD,positive
ongelofelijke eclairs..,FOOD,positive
Maar het brood vind ik veeel te duur!,FOOD,negative
"Het ontbijt is verzorgd, vers en lekker.",FOOD,positive
Er is keuze tussen verschillende formules.,FOOD,positive
De bediening is vlot en vriendelijk.,SERVICE,positive
"Hoewel we vlot onze drankjes kregen, duurde het wel nogal lang totdat de man onze bestelling van eten kwam opnemen.",SERVICE,neutral
"Keuze is beperkt, belegde bagels, speciale croques van dikke sneden brood, kaas/vleesbordje,. uiteindelijk namen zowel ik als mijn vriendin een croque.",FOOD,negative
"Wel verzorgd, met beetje sla erbij.",FOOD,positive
Dienden hier 25 minuten op te wachten.,SERVICE,negative
Andere tafeltjes werden even traag bediend.,SERVICE,negative
"Ik begrijp dat de vrouw in de keuken ook maar twee handen heeft, maar de man stond ondertussen achter de bar -als ik me niet vergis -met zijn gsm te spelen.",SERVICE,negative
Ook na het eten duurde het minstens nog 10 min (en een wenkgebaar van ons) voor de man onze borden kwam afruimen en ons vroeg of we nog iets wensten.,SERVICE,negative
"Deze kwam even traag als de rest van de bediening, dus zijn we gaan betalen aan de bar.",SERVICE,negative
Pluspunt: het eten was lekker en verzorgd.,FOOD,neutral
"Prijzen zijn ook echt aan de dure kant voor lunch, als ik ruim 15 euro betaal voor lunch heb ik op meeste bistro's daarvoor al een biefstuk+friet, vol-au-vent, of een verzorgd bord pasta.",FOOD,negative
"Het was aangenaam vertoefen, heel vriendelijk mensen en het eten was zeker naar behoren, een snelle degelijke hap.",FOOD,positive
"Super lekker eten, vers, leuk gebracht, grote portie.",FOOD,positive
"Super bediening, vriendelijk en attent.",SERVICE,positive
Zeker dat ik hier naar terug kom.,RESTAURANT,positive
"Uiterst gezellige familiezaak, waar ze 'service with a smile' hoog in het vaandel dragen.",SERVICE,positive
De uitbaters leggen je er echt in de watten.,SERVICE,positive
"Toppers zijn de verse chocolademelk, de Victoria spongecake, cheesecake en de 'scrambled eggs'-bagel.",FOOD,positive
"De seizoensgebonden kaart, geweldige bediening en de prettige ambiance, maakt het dat dit restaurant zeer goed is!",SERVICE,positive
"De seizoensgebonden kaart, geweldige bediening en de prettige ambiance, maakt het dat dit restaurant zeer goed is!",AMBIENCE,positive
Echt een aanrader!,RESTAURANT,positive
Het was genieten van de atmosfeer en het eten.,AMBIENCE,positive
Het was genieten van de atmosfeer en het eten.,FOOD,positive
"De broers brengen je een pure, verfijnde en kwaliteitsvolle keuken in een sprookjesachtig kader.",FOOD,positive
Wij komen zeker terug.,RESTAURANT,positive
Weinig keus maar toch voldoende om je een lekker menuutje te laten serveren.,FOOD,positive
De service is een beetje koel maar toch correct.,SERVICE,neutral
"Een sfeervol, gezellig kader.",AMBIENCE,positive
"Superlekker gegeten, meer dan gewoon.",FOOD,positive
"We gaan zeker terug, maar misschien alleen met vrouwen, want peter, die ons bediende was een streling voor het oog.",SERVICE,positive
"Super toffe bediening, aangepaste wijntjes en dat in een mooi en rustig kader, weg van de drukte aan 't Zand en zijn toeristenvallen.",AMBIENCE,positive
Het was een verademing voor ons om even uit de drukte van de markt in Brugge in alle rust en zeer sfeervol te genieten van een heerlijke maaltijd.,FOOD,positive
Al in het menu wordt je geïnformeerd over lactose- en glutenvrije recepten.,FOOD,positive
De combinatie met de wijn soorten was bijzonder.,DRINKS,positive
Heerlijk.,RESTAURANT,positive
In dit restaurant lukt het wel.,RESTAURANT,positive
"Als in Brugge wonend, is dit restaurant een echte aanrader en ééntje dat ik andere zou aanraden.",RESTAURANT,positive
Het is er verzorgd en heel verse voedsel.,FOOD,positive
De chef toont een grote gedrevenheid en passie voor zijn vak.,SERVICE,positive
Ik ben hier al verschillende keren geweest en het was steeds in orde.,RESTAURANT,neutral
Je krijgt meer dan waard voor je geld!,RESTAURANT,positive
"Heb hier al verschillende malen gegeten en telkens vlotte bediening, heel lekker om te eten, mooi gepresenteerd en ruime porties ook.",FOOD,positive
Heel redelijk van prijs en veel gerechten dat je ergens anders niet direct Zal vinden.,RESTAURANT,positive
De Lasagne is super.,FOOD,positive
Doe zo voort!,RESTAURANT,positive
"Mooi, modern interieur en een kok waar je aan merkt dat hij enorm gepassioneerd met eten bezig is!",FOOD,positive
"Mooi, modern interieur en een kok waar je aan merkt dat hij enorm gepassioneerd met eten bezig is!",AMBIENCE,positive
"De verse limonade vonden we wat bitter afsmaken maar het eten, in ons geval een salade met zalm en een quiche smaakten ongelooflijk goed.",FOOD,positive
"En dan heb ik het nog niet gehad over het dessert, een eigen versie van een snicker een absolute aanrader.",FOOD,positive
Ik zou zeggen doe zo verder en ons zie zeker en vast nog terug.,RESTAURANT,positive
Wij hebben heerlijk gegeten en genoten van de lekkere wijn.,DRINKS,positive
"Bediening was keurig, ambiance sfeervol en gezellig.",SERVICE,positive
"Bediening was keurig, ambiance sfeervol en gezellig.",AMBIENCE,neutral
"Echt een top avond gehad, wij komen zeker terug!",RESTAURANT,positive
"Het Parkrestaurant is zeker de moeite waard, wel eerder te beoordelen als een totaalconcept: zeer vriendelijke en persoonlijke ontvangst, mooi, gezellig en stijlvol interieur, warme sfeer, goede achtergrondmuziek (wij zaten in het tweede gedeelte op een tussenverdieping, aan te raden)",AMBIENCE,positive
"De keuken is op het niveau van de ""goede burgerkeuken"", verwacht geen topgastronomie.",FOOD,neutral
De gerechten zijn heel lekker en de porties ruim er wordt met verse ingrediënten gewerkt.,FOOD,positive
"De bediening is vriendelijk en attent (veel personeel aanwezig) maar mist wat ervaring en vlotheid, soms nogal onhandig.",SERVICE,neutral
goed eten de bediening is ook heel attent en weet waar ze over praten zoals de wijn en wat vooreten je op je bord krijgt,SERVICE,positive
Ook de persoonlijke aandacht van de chef is heel leuk ik zou iedereen aanraden dit restaurant een keer te bezoeken wel reserveren via internet,SERVICE,positive
We hebben vorig weekend bij Park Restaurant gegeten om de verjaardag van mijn vriend te vieren en het was een zeer geslaagde avond.,RESTAURANT,positive
"Het menu was om van te smullen, de wijn paste uitstekend bij de gerechten, en we zijn zeer vriendelijk ontvangen.",DRINKS,positive
"Het menu was om van te smullen, de wijn paste uitstekend bij de gerechten, en we zijn zeer vriendelijk ontvangen.",SERVICE,positive
Kortom: een aanrader voor een weekend in Brugge!,RESTAURANT,positive
En als klap op de vuurpijl een grote mond.....de klant moet niet zeuren maar moest een fooi geven.,SERVICE,negative
"we hopen dat hieraan iets gedaan kan worden, want dit is een absoluut dieptepunt in zo'n mooie stad.",RESTAURANT,negative
"Personeel kijkt je niet aan, kwakken je eten op je tafel en nemen niet eens de moeite om iets tegen je te zeggen.",SERVICE,negative
Als je om brood vraag krijg je een stapel boterhammen uit een plastic zak.,FOOD,negative
En dat tegen de prijzen; 4 Euro 80 voor een pilsje en zes en halve Euro voor een glas witte huiswijn.,DRINKS,negative
Mijden dit restaurant.,RESTAURANT,negative
Prima ambiance en een aantrekkelijke kaart.,AMBIENCE,positive
De gastvrouw is bijzonder attent.,SERVICE,positive
Een aandachtspuntje wat mij betreft is het gebruik van kruiden; waar de soep naar mijn smaak juist een te uitgesproken pepersmaak had waardoor andere smaken worden overschaduwd waren de hertennootjes juist nogal 'laf' gekruid.,FOOD,negative
Dit kleine restaurant in een Brugs zijstraatje is een echte aanrader.,RESTAURANT,positive
Vooral de babykreeft met waterzooi heeft me zeer aangenaam verrast.,FOOD,positive
"Eindelijk weer eens een klassieke keuken, vers en lekker zonder alteveel cinema!",FOOD,positive
De bediening was zeer vlot.,SERVICE,positive
Het eten was lekker.,FOOD,positive
Een dikke pluim voor het personeel van deze zaak!,SERVICE,positive
"Jammer genoeg hebben we dit de laatste jaren steeds meer zien wegdeemsteren tot een niveau vér beneden alle peil: klant-onvriendelijke patron, slecht eten en geen service...",SERVICE,negative
"Jammer genoeg hebben we dit de laatste jaren steeds meer zien wegdeemsteren tot een niveau vér beneden alle peil: klant-onvriendelijke patron, slecht eten en geen service...",FOOD,negative
"Deze keer nam ik de vissoep 'kleine bouillabaise' deze was naar mijn mening zeer ondermaats, De soep smaakte niet naar vis, er was een groot stuk zalm in (wat ik niet graag lust: dus niet hun fout) er was de kop van een langoust in (lust ik wel graag) dus jammer genoeg enkel de kop.",FOOD,negative
De schelpen waren veel te ver en er waren krabbetjes in.,FOOD,negative
En zeggen dat we deze zaak reeds aanbevolen aan vrienden.,RESTAURANT,negative
"Vlees en vis van de beste kwaliteit, vriendelijk geserveerd op een professionele wijze.",SERVICE,positive
"Vlees en vis van de beste kwaliteit, vriendelijk geserveerd op een professionele wijze.",FOOD,positive
(Niet toevallig want we zijn er al meermaals geweest!),RESTAURANT,positive
Ik heb niets aan te merken op de kwaliteit van het eten maar het is gewoon te duur.,FOOD,negative
"De irish coffee komt de baas inderdaad aan tafel maken, je betaalt er 10 euro voor en dit is ook gewoon té duur.",DRINKS,negative
"Supervriendelijke bediening, heel lekker eten en zeer hondvriendelijk!",SERVICE,positive
"Supervriendelijke bediening, heel lekker eten en zeer hondvriendelijk!",FOOD,positive
Doe zo voort!!!!!,RESTAURANT,positive
2 van ons hadden de zalm besteld van om en bij de 24€ met frietjes 1 had de steak (nog geen 125 gr) 23€ met frietjes 1 had saté 19€ met frietjes 1 scampi in curry met brood het stukje zalm was niet om aan te zien en de steak bijna niet te vinden.,FOOD,negative
"gelukkig serveren ze het op een bord zonder garnituur dat apart in een kommetje op het bord stond, ander hadden wij het stuk vis of vlees niet gevonden.",FOOD,neutral
1 schotel friet voor 5 volwassen personen was ruim ondermaats en bijbestelde friet kwam nadat onze borden reeds geruime tijd leeg was.,FOOD,negative
Nadat wij de patroon van ons ongenoegen hadden op de hoogte gebracht heeft hij ons arrogant te woord gestaan en ons gewezen dat dit de normale porties zijn die hij zijn klanten voorschotelt.,SERVICE,negative
U weze gewaarschuwd!,RESTAURANT,negative
"Al slecht gegeten, smaken kunnen nl verschillen, maar er ziek van zijn dat is echt niet meer normaal te noemen.",FOOD,negative
Voorgerechten: 'Licht gebakken tonijn' was doorbakken.,FOOD,negative
"'Scampi in de look' was niet overdreven, ze zwemden in de boter, ongeloofelijk veel look.",FOOD,negative
"Hoofdgerechten Gebakken ribbetjes met 3 sauzen, ribbetje was precies al eens opgewarmd geweest, de smaak was wat vreemd, maar ik dacht aan een vreemde marinade.",FOOD,negative
"De sausjes (huisgemaakt?) hadden precies meerdere kleuren (voor de duidelijkheid, dezelfde saus had verschillende kleuren na er in te hebben geroerd).",FOOD,neutral
Ook hangde er veel vet aan de ribbetjes.,FOOD,negative
"De steak met bearnaisesaus van mijn vriendin werd saignant besteld, maar bien cuit geleverd, na dit duidelijk te maken antwoord de ober, oh ik zei bc maar ik wist het eigenlijk niet, zal wel saignant zijn, de steak was net niet zwart...",SERVICE,negative
"De frietjes... wel om in dezelfde sfeer te blijven als andere commentaren, zelfs deze in de MacDonalds zijn beter.",FOOD,negative
Het slaatje dat er werd bijgegeven was ok.,FOOD,neutral
"Het dessert was nog het beste, maar wij hadden geluk blijkbaar.",FOOD,positive
"Dezelfde tiramisu bij de buren was keihard en enkel warm aan de onderkant, klinkt als microgolf voor mij.",FOOD,positive
"Mijn vriendin had appeltaart, die ze wel ok vond.",FOOD,neutral
De wijn... laat ons zeggen dat ik er al betere heb gedronken voor voor veel minder dan 22 euro.,DRINKS,negative
"Deze zaak zou moeten gesloten worden, want ik ben duidelijk niet de enige die hier een slechte ervaring heeft meegemaakt.",RESTAURANT,negative
"Toen we na een halfuur eindelijk ons eten aan tafel kregen, namen wij elk 1 hap van ons gerecht om dan tot besef te komen dat het niet te vreten was!",SERVICE,negative
"De pasta carbonara was niks meer dan een harde laag koude kaas, room en doorweekte spaghetti, en de pannenkoeken waren precies gemaakt in een pan dat ze al dagen niet hadden gewassen.",FOOD,negative
Verschrikkelijk gewoon!,RESTAURANT,negative
"De ober (een jobstudent) ging terug naar de keuken met onze borden maar wij kregen deze gewoon terug, en de chef zei dat deze beide gerechten normaal waren en er niks mis mee was.",SERVICE,negative
"Omdat mijn vriend amper 2 happen had genomen van zijn pasta, weigerde hij deze te betalen, waarna het keukenpersoneel heel frank deed en ons dwong om te betalen!!!!!!!",SERVICE,negative
Wij komen hier nooit meer terug en raden het aan iedereen af.,RESTAURANT,negative
Als ik kon zou ik het aan het restaurant zelf een bordje plaatsen om het aan alle bezoekers af te raden!!!!!!!!!!!!!!!!!!!,RESTAURANT,negative
Klasse maaltijden en positief qua prijs/kwaliteit.,RESTAURANT,positive
Buiten komen met een voldaan en gelukkig gevoel.,RESTAURANT,positive
"Toffe mensen met een fijne, vriendschappelijke en verzorgde uitstraling.",SERVICE,positive
"meer dan voor herhaling vatbaar, aanrader.",RESTAURANT,positive
"Fijne en gezellige bediening, klasse maaltijden.",SERVICE,positive
"Fijne en gezellige bediening, klasse maaltijden.",FOOD,positive
Ik zal hier nog geregeld binnenspringen en dan niet alleen voor het lekkere eten maar ook voor de gastvrijheid.,FOOD,positive
Ten eerste zijn we heel leuk ontvangen door het personeel.,SERVICE,positive
Toen kwam het eten en dat was perfect!,FOOD,positive
Lekkerste lam en kip in tijden.,FOOD,positive
De couscous was daarnaast ook zeer goed bereid.,FOOD,positive
We komen zeker terug.,RESTAURANT,positive
Alles tip top in orde... eten super lekker... hele vriendelijke bediening en nog zoveel meer... heel leuk ook voor familie gelegenheden... weinig geld en heel veel om te eten...,SERVICE,positive
Alles tip top in orde... eten super lekker... hele vriendelijke bediening en nog zoveel meer... heel leuk ook voor familie gelegenheden... weinig geld en heel veel om te eten...,FOOD,positive
3 haren (van de kok) tegen gekomen.,FOOD,negative
Keteltje geroest en goed beschadigd.,FOOD,negative
"Platte frietjes erbij gekregen, zure en lopende mayo.",FOOD,negative
"Vriendin had vol au vent, maar die zag eruit alsof ie al eens gegeten was...",FOOD,negative
"Mij zien ze daar niet meer, veel te duur voor zo'n slechte kwaliteit!",RESTAURANT,negative
Zéér onvriendelijk personeel eten was zeer matig.,SERVICE,negative
Zéér onvriendelijk personeel eten was zeer matig.,FOOD,negative
Prijs kwaliteit verhouding klopt hier duidelijk niet.,RESTAURANT,negative
"Dit is zeker geen aanrader, het eten is zeer flauw",FOOD,negative
"Als je graag goed eet is dit zeker niet een restaurant die je moet nemen, er zijn veel betere in Oostende, spijtig want de locatie is prachtig... op de markt",RESTAURANT,positive
"Stel je geen toprestaurant voor, maar... wij werden vriendelijk ontvangen, kregen een correcte bediening en lekker eten.",SERVICE,positive
"zijn er gaan eten op zondagavond 02 november met bon van groupon, hadden een brede keuze uit menu's, kregen een mooie tafel aan het venster met kaarslicht, goede en snelle bediening.",FOOD,positive
"het eten echt lekker, niets op aan te merken.",FOOD,positive
Helaas moesten we ruim 20 minuten wachten tot dat we konden bestellen.,SERVICE,negative
Wel redelijk lekkere soep en garnalen kroketten.,FOOD,neutral
Maar de dame uit de bediening schold twee andere gasten uit om een meningsverschil op het bonnetje.,SERVICE,negative
Even later werd mijn vriendin ook weggejaagd omdat ze de verkeerde deur naar de WC nam.,SERVICE,negative
NOOIT MEER!,RESTAURANT,negative
"Inderdaad, lang wachten, drank niet gekoeld, onbeleefde, neen, onbeschofte bediening, aangebrand voedsel en als je dan als klant voorzichtig een opmerking maakt, moet je (dixit) ""stoppen met zeveren""...",SERVICE,negative
Mij zien ze hier in ieder geval NOOIT MEER!,RESTAURANT,negative
Ook heb je veel dat het eten er koud is of dat er machines kapot zijn vb mc flurry.,FOOD,negative
Maar het personeel is er wel vriendelijk.,SERVICE,positive
Nadien kwam de rogge: zodanig uitgedroogd dat het onmogelijk was om het van de graat te krijgen.,FOOD,negative
-Dit was echt niet eetbaar.,FOOD,negative
Toen ik de opmerking maakte werd mij geantwoord dat de andere kant minder droog was.,SERVICE,negative
Een etentje dat in het geheugen staat gegrift :(,RESTAURANT,negative
Na een tijdje dan toch de menukaart gekregen...... deze was niet meer dan een plakboek letterlijk en figuurlijk.,FOOD,negative
Prijzen aangepast met een klevertje en de kaart blijft aan je handen kleven.,FOOD,negative
"Was duidelijk 2de rangs vlees en was nauwelijks warm, sauzen zijn te verkrijgen in potjes van de frituur.",FOOD,positive
"De jongens van de bediening proberen hun best te doen, maar helaas kunnen zij het verdenken kalf niet redden.",SERVICE,negative
Ik heb er geen spijt van.,RESTAURANT,positive
De mosselen waren lekker en voor 13 euro krijg je ze nagenoeg nergens.,FOOD,positive
Friet met mayonaise was inbegrepen en het personeel was vriendelijk.,SERVICE,positive
Friet met mayonaise was inbegrepen en het personeel was vriendelijk.,FOOD,positive
"Maar toen we daar ter plekke arriveerden, bleek het restaurant dicht, met vakantie.",SERVICE,negative
Blijkbaar had niemand er aan gedacht ons hier van te verwittigen.,SERVICE,negative
Het aan bod van bieren en andere is zeer beperkt,DRINKS,negative
De prijzen aan de hoge kant en de service is zeer traag.,SERVICE,negative
Het kan duidelijk beter.,RESTAURANT,negative
wil je lekker en goedkoop eten?,FOOD,positive
Alles zeer correct en lekker.,FOOD,positive
Goede bediening.,SERVICE,positive
Kwaliteit van de geserveerde wijnen per glas kon beter.,DRINKS,negative
We waren goed ontvangen en direct naar de tafel begeleid.,SERVICE,negative
Op het krijtbord waren er wijnsuggesties aan aan aantrekkelijke prijs.,DRINKS,positive
"We hebben gekozen voor de tartaar van kingkrab, zeer lekker en fris bereid.",FOOD,positive
De vissoep en de huisgemaakte Garnaalkroketten deze zijn echt authentiek bereid.,FOOD,positive
Daarna een filet pur met pepersaus perfect gebakken.,FOOD,positive
Zeer goede gegaarde risotto.,FOOD,positive
"Zeker een aanrader zowel interieur, bediening, en eten.",SERVICE,positive
Tot nog eens.,RESTAURANT,positive
Wat een teleurstelling.,RESTAURANT,negative
Het ziet er allemaal mooi en veelbelovend uit maar eten is een ramp.,FOOD,negative
Het voorgerecht zit vol; bloemsaus en het hoofdgerecht een puinhoop.,FOOD,negative
"De aangepaste wijnen bij het menu zijn slecht, de witte wijn niet gekoeld, de service is gevoelloos en onpersoonlijk.",DRINKS,negative
"De aangepaste wijnen bij het menu zijn slecht, de witte wijn niet gekoeld, de service is gevoelloos en onpersoonlijk.",SERVICE,negative
Nooit meer.,RESTAURANT,negative
Samen met mijn dochter ging ik een avondje genieten in restaurant St Christophe; het was voor beiden een aangename ervaring!,RESTAURANT,positive
Ook de langoest kon onze goedkeuring krijgen.,FOOD,positive
Een dikke bravo voor de keuken!,FOOD,positive
Deskundige weetjes over de wijnen werden ons heel vriendelijk meegegeven en de gastvrijheid van mevrouw is hartverwarmend!,SERVICE,positive
Wij komen zeker terug!,RESTAURANT,positive
Wij komen zeker terug!,RESTAURANT,positive
Wij komen zeker terug!,RESTAURANT,positive
Wij komen zeker terug!,RESTAURANT,positive
Moet kunnen met drie tafeltjes en toch liep de bediening niet echt vlot.,SERVICE,negative
"Voorgerecht, het halve kreeftje, was prima.",FOOD,positive
"Hoofdgerecht, de steak, zeer degelijk.",FOOD,positive
Dessert was een niemendalletje.,FOOD,negative
"Uiteindelijk met alles erop en eraan, toch prijzig.",RESTAURANT,negative
"De dame deed het prima, de heer nogal geforceerd.",SERVICE,negative
Prijs/kwaliteit best prima.,RESTAURANT,positive
"Goed dat we er een keer geweest zijn, maar daar blijft het er ook bij.",RESTAURANT,neutral
Gastronomisch lekker gegeten in prachtig oud herenhuis.,FOOD,positive
Bediening op niveau.,SERVICE,positive
De tomatensoep was lekker.,FOOD,positive
De pladijs die volgde was maar zeer matig: klein en iets te hard gebakken en voor ons beiden kregen we één erg karige portie frietjes.,FOOD,negative
Er bijvragen lukte maar nadat de ober wel al 10 keer voorbijgekomen was zonder op te kijken zodat we ze uiteindelijk kregen als de rest van ons bord al leeg was.,SERVICE,negative
"Als dessert hadden we een Dame Blanche: een bolletje half gesmolten ijs met was chocoladesaus en een ruime portie crème fraiche uit de spuitbus, geserveerd in een glas.",FOOD,neutral
Een dessert van een lunch hoeft niet groot te zijn maar mooier serveren en dan liefst niet in een glas zou al veel helpen.,FOOD,negative
