text,aspects,polarities
"Estuvimos muy agusto y cenamos muy bien, el menu de temporada, con algun plato de carta que luego nos ajustaron como de menu.",['FOOD'],['positive']
Todo muy correcto.,['RESTAURANT'],['positive']
"Creo que es un sitio donde es dificil que algo salga mal, de estos sitios, que siempre aciertas.",['RESTAURANT'],['positive']
Muy recomedable.,['RESTAURANT'],['positive']
Nosotros volveremos. ,['RESTAURANT'],['positive']
"Estuvimos hace poco mi pareja y yo comiendo y resultó todo muy bien, tanto la comida, el vino, el trato, la  decoración… nos gustó todo mucho.","['DRINKS', 'SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive', 'positive']"
"Por cierto, había niños pequeños y sin problema. ",['RESTAURANT'],['positive']
"Estuve la semana pasada (entre semana) cenando y fue muy bien.Tanto la atención (muy atentos y dando consejos apropiados), como la comida, y el tiempo de espera.","['RESTAURANT', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
"Tanto el postre como el vino, fueron consejo del maitre, y la verdad que muy acertados. ","['DRINKS', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
"Hemos comido de menú de temporada ( 26 € ) : Todo bueno, pero sales con la sensación de haber pagado más de lo que deberías ( y eso que no he pagado yo ) .",['FOOD'],['positive']
"Y el menú para niños es un cuadra cuentas; el menú sigue la lógica de lo que un niño puede comer sin complicaciones y está todo bueno, pero sigue la tónica del resto: caro.Queda la duda de cómo será comer de carta, pero por cuenta propia, habiendo tantas opciones disponibles, no creo que vuelva para comprobarlo. ",['FOOD'],['positive']
"En Zaragoza hay Restaurantes correctos, buenos, muy buenos,Restaurantes a los que no vuelves, los que pasan desapercibidos, mediocres y pésimos como por ejemplo La Scala.",['RESTAURANT'],['negative']
Afirmar que en ese local se pueden degustar verdaderas delicias es una auténtica temeridad.,['FOOD'],['negative']
Para olvidar. ,['RESTAURANT'],['negative']
Muy bien tanto el servicio como la atención recibida y la cena ,"['SERVICE', 'FOOD']","['positive', 'positive']"
"Hemos estado muy a gusto, buen servicio, buena comida y buena compañia.","['SERVICE', 'FOOD']","['positive', 'positive']"
Repetiremos. ,['RESTAURANT'],['positive']
Escriba aquí su comentario…Todo un descubrimiento.,['RESTAURANT'],['positive']
Hemos comido fenomenal.,['FOOD'],['positive']
Nos decidimos por el menú de temporada y fué un acierto.,['FOOD'],['positive']
"Comida elaborada y sabrosa, cantidades generosas y servicio perfecto.","['SERVICE', 'FOOD']","['positive', 'positive']"
Lo recomiendo totalmente. ,['RESTAURANT'],['positive']
"Todo estupendo, el restaurante estaba lleno y aun así nos atendieron muy bien ",['SERVICE'],['positive']
No se puede encontrar mejor relación calidad/precio en Zaragoza.,['FOOD'],['positive']
"Un menú de 25 euros impecable, el local tiene una atmósfera relajante y el servicio es súper amable y profesional.","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
El rogout de manitas prueba la existencia de dios padre.,['FOOD'],['positive']
Los postres son deliciosos todos.Repetiremos!!!,"['RESTAURANT', 'FOOD']","['positive', 'positive']"
Es el primer restaurante de Zaragoza en el que realmente no nos gustó nada.,['RESTAURANT'],['negative']
"De segundo magret de pato y el postre no lo recuerdo, eso sí, recuerdo que ni fu ni fa.",['FOOD'],['negative']
La tempura aparte de no estar especialmente buena.,['FOOD'],['negative']
Tanto a mí como  a otras personas que la probaron no nos sentó bien.,['FOOD'],['negative']
"El magret nada fino, tenía increíblemente los pelitos del pato.",['FOOD'],['negative']
"Creo que un restaurante que presenta un estilo moderno, minimalista y bastante snob no puede presentar así un plato, pero claro la salsa y la presentación a primera vista todo lo tapa.","['FOOD', 'AMBIENCE']","['positive', 'negative']"
"Muy caro, un querer ser y no poder.",['RESTAURANT'],['negative']
No lo recomiendo para nada ,['RESTAURANT'],['negative']
No noz hicieron el 20% de descuento,['RESTAURANT'],['negative']
Comimos bien.,['FOOD'],['positive']
El risotto muy bueno.,['FOOD'],['positive']
Fueron un poco lentos en el servicio.,['SERVICE'],['negative']
Perfecto restaurante.,['RESTAURANT'],['positive']
la comida esta fabulosa.,['FOOD'],['positive']
"Grandes ventanales para disfrutar de ""Les Rambles"".",['AMBIENCE'],['positive']
el servicio muy profesional con la cocina a la vista y donde el chef se tapa la boca con una mascarilla(muy higiénico) .,['SERVICE'],['positive']
La comida buena y el servicio también.,"['SERVICE', 'FOOD']","['positive', 'positive']"
"Al traerme la cuenta no habían aplicado el 20%, pero fue decirselo y me trajeron la cuenta arreglada.",['RESTAURANT'],['neutral']
Fantástico si vas al teatro Poliorama,['LOCATION'],['positive']
"Buena ubicación, buen servicio, calidad-precio inmejorable","['LOCATION', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
"La comida fue buena, el servicio un poco lento y tuvimos que reclamar el 20%.","['SERVICE', 'FOOD']","['positive', 'negative']"
Lo único que en la pagina ponen que tienen platos sin gluten y no tienen información ni en la carta ni el mismo camarero... dudaban de todo.,"['SERVICE', 'FOOD']","['negative', 'negative']"
"Buen servicio, con algunos pequeños detalles a mejorar.",['SERVICE'],['positive']
Rapidez entre platos.,['SERVICE'],['positive']
Deben mejorar el control en la cocción de la base de pizza que utlilizan.,['FOOD'],['negative']
A veces cruda en algunas zonas.,['FOOD'],['negative']
"Buen local, buen ambiente y bastante acogedor.",['AMBIENCE'],['positive']
Buena relacion calidad precio,['FOOD'],['positive']
Es algo más caro que lo que aparece en la web.,['RESTAURANT'],['negative']
Al finalizar el menu no querian hacer el descuento porque decían que el descuento era para cenas completa no valia para platos combinados sin postre... ,['FOOD'],['negative']
En el vale descuento no pone nada de esto.,['SERVICE'],['negative']
"Increible restaurante, un servicio increíble, un personal magnifico y una comida deliciosa.","['RESTAURANT', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
recomendado 100% nosotros volveremos a ir.,['RESTAURANT'],['positive']
"El restaurante era muy bonito, además el servicio muy bueno.","['SERVICE', 'AMBIENCE']","['positive', 'positive']"
"Como siempre que hemos ido, La Poma consigue un 10 en relación calidad/precio.",['FOOD'],['positive']
"En este día 25/12, apreciamos más lentitud en el servicio seguramente porque había menos personal en un día tan señalado, por lo demás excelente relación calidad/precio.","['SERVICE', 'FOOD']","['negative', 'positive']"
Todo muy muy rico excelente,['RESTAURANT'],['positive']
"Mi opinión sobre el restaurante La Poma es que es correcto, pero no extraordinario.",['RESTAURANT'],['positive']
Pedimos un risotto (acceptable) y una pizza (muy mejorable) y postres (lo mejor).,['FOOD'],['positive']
El servicio era eficiente pero no especialmente amable.,['SERVICE'],['neutral']
Se equivocaron al traer uno de los platos y rectificaron pero hubo que esperar un poco.,['SERVICE'],['negative']
En la cuenta se olvidaron de hacer el descuento y también fue necesario esperar a la rectificación.,['SERVICE'],['negative']
La decoración bastante conseguida.,['AMBIENCE'],['positive']
El local estaba lleno de turistas.,['AMBIENCE'],['negative']
Excelente comida casera que me recuerda la comida de mi madre.han realizado una gran reforma para satisfacer a sus clientes ¨gracias ,"['AMBIENCE', 'FOOD']","['positive', 'positive']"
"Lo recomiendo, un lugar en el que disfrutar de comida casera ó también de una buena chuleta de ternera a la piedra dentro de unos precios asequibles, para los que os gusten los buenos vinos, tenéis una gran variedad de ellos con los que acompañar una buena comida, en cuanto a las personas que lo atienden, Ana la propietaria se encarga de hacerte cómoda tu estancia y su madre en la cocina una excelente cocinera y un encanto de mujer. ","['DRINKS', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
"Hemos comido el menú a la brasa precio calidad bien, los cayos que hemos probado de 10.",['FOOD'],['positive']
Lo recomendaremos.,['RESTAURANT'],['positive']
Buen sitio para repetir ,['RESTAURANT'],['positive']
"comimos el domingo 20 de octubre y tenemos que decir que estuvo genial, probamos una ensalada con bonito escabechado de la casa muy bueno, las carnes muy bien elaboradas, los postres casi sobraban, pero había que hacer un esfuerzo que mereció la pena y bastantes vinos para poder elegir.","['DRINKS', 'RESTAURANT', 'FOOD']","['positive', 'positive', 'positive']"
muy recomendable y para volver!!! ,['RESTAURANT'],['positive']
"Tuvimos que esperar un poco para sentarnos, pero la comida muy buena, merece la pena. ","['SERVICE', 'FOOD']","['positive', 'negative']"
"Excelente la atención de todo el personal, la comida ni hablar toda muy buena sobre todo el ternasco a la brasa uff todavíalo saboreo, muy buena cantidad para el que es comelón, un poco apartado del centro, pero por lo demás lo sabroso hace olvidar lo apartado, de verdad es muy bueno, lo recomiendo a todo aquel de buen paladar. ","['LOCATION', 'RESTAURANT', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive', 'negative']"
Fuimos 7 personas con un niño tanto el trato con la comida fue muy buenaLo recomiendo ,"['RESTAURANT', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
La cena estuvo muy bien.,['FOOD'],['positive']
"Fuimos un grupo numeroso, 20 personas, y nos atendieron fenomenal y muy efectivos.",['SERVICE'],['positive']
"La ensalada, los entrantes fritos, el queso, fenomenal.",['FOOD'],['positive']
"Como 2º plato yo elegí churrasco, que estaba sensacional, y con patatas fritas caseras (no congeladas).",['FOOD'],['positive']
"Los postres también muy buenos, unos chupitos al final, cafés y todo por 20 € por persona.",['FOOD'],['positive']
"Los comentarios fueron favorables hacia todo, excepto el vino.",['DRINKS'],['negative']
Hay vinos jóvenes muy buenos de Cariñena por menos de 2 € la botella.,['DRINKS'],['positive']
"No será la última vez que vayamos,porque nos ha encantado.",['RESTAURANT'],['positive']
El servicio estupendo y la cena muy bien también.,"['SERVICE', 'FOOD']","['positive', 'positive']"
Recomendable sin duda. ,['RESTAURANT'],['positive']
"Hace una semana fuimos por primera vez al Candelas, fue su menú de brasa el que probamos y salvo el vino que gano mucho al convertirlo en  tinto de verano , la cena fue satisfactoria.","['DRINKS', 'FOOD']","['positive', 'negative']"
"Muy satisfechos, el precio muy ajustado .",['FOOD'],['positive']
Sinduda repetiremos.,['RESTAURANT'],['positive']
Muy recomendable y excelente trato de la Jefa de Sala. ,"['RESTAURANT', 'SERVICE']","['positive', 'positive']"
"Vuelta de vacaciones y  parece oportuno volver por donde acabamos, si el último fue una buena experiencia.Excelente opción tanto en su menú a la brasa, como sobre todo ese menú veraniego de arroz.",['FOOD'],['positive']
"Hoy es la segunda vez que lo probamos y muy satisfecho de los tres arroces servidos, el negro, el de callos y el novedoso de rebozuelo.",['FOOD'],['positive']
"Magnífica la atención de Ana y hoy la guinda fue un carajillo de ron, como debe ser, obra de una buena camarera.",['SERVICE'],['positive']
"Espero que no se olvide con el fin de verano, un menú muy ajustado y sabroso.",['FOOD'],['positive']
"Excelente trabajo en la cocina, a un precio muy interesante.",['FOOD'],['positive']
"Trato exquisito, comida sabrosa , en un ambiente sin lujos pero con una relación calidad precio casi imposible de encontrar en Zaragoza.","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'neutral']"
"Ana un lujo como jefa de sala, Eduardo Orús un toque especial en los fogones.",['SERVICE'],['positive']
Ingeniosos menús degustación que van cambiando con acierto.,['FOOD'],['positive']
Definitivamente un lugar para tener en cuenta cada semana. ,['RESTAURANT'],['positive']
"La atención ha sido buena, la comida aceptable, pero mi queja es con la reserva, por internet, sino me hubiera presentado personalmente hubiera tenido un chasco.","['SERVICE', 'FOOD']","['positive', 'positive']"
"La comida,muy buena.",['FOOD'],['positive']
"El trato amable,y el servicio rápido.",['SERVICE'],['positive']
El precio para los tiempos de crisis que atravesamos un poco por encima de nuestros presupuestos.,['RESTAURANT'],['negative']
No obstante buena relación calidad precio.,['FOOD'],['positive']
Seguramente volveremos ,['RESTAURANT'],['positive']
Me gustó.,['RESTAURANT'],['positive']
"No lo conocía, pero relación calidad-precio me pareció muy bien.",['FOOD'],['positive']
"Por ponerle una pega, el excesivo ruido ,había mucha gente y en la sala resuena mucho y casi no podíamos escucharnos. ",['AMBIENCE'],['negative']
"Escriba aquí su comentario:Muy buen restaurante en relación calidad/precio y cantidad, los callos insuperables, personal muy atento y agradable. ","['SERVICE', 'FOOD']","['positive', 'positive']"
"Buena comida, sobretodo los callos, recomendable. ",['FOOD'],['positive']
"Muy amable todo el personal, limpio y la comida muy buena y con varios menus para elegir junto con la carta.","['FOOD', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'positive']"
Volveremos ,['RESTAURANT'],['positive']
Escriba aquí su comentario…Buena relación calidad -precio.,['FOOD'],['positive']
Rapidez. ,['SERVICE'],['positive']
"Buena cocina, ambiente tranquilo y servicio esmerado.","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
"por eso regresamos cada vez que podemos por que vale la pena, y si que es recomendable  A/t.",['RESTAURANT'],['positive']
manuel hasta la proxima y gracias.,['RESTAURANT'],['positive']
"Como Siempre fantastico,  Gran Servicio, calidad extrema y precio en concordacia.","['RESTAURANT', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
"Un valor seguro cuando consiste no sólo en comer fantásticamente, si no en quedar bien con gente que está de visita en la ciudad.",['RESTAURANT'],['positive']
Buen trato y buena comida,"['SERVICE', 'FOOD']","['positive', 'positive']"
"Hola, fuimos ayer dia 12-08-2011, y realmente los platos son exquisitos.",['FOOD'],['positive']
Me encantó.,['RESTAURANT'],['positive']
"Sinceramente, buenisimo, sobretodo el solomillo con vino tinto buenisimo, el mejor que he probado y personal muy amable.","['SERVICE', 'FOOD']","['positive', 'positive']"
"Se está muy a gusto, mi restaurante preferido de barcelona.",['RESTAURANT'],['positive']
Nunca defrauda.,['RESTAURANT'],['positive']
"Los precios un poco altos, pero compensa con la buena calidad del producto y la profesionalidad de todo el personal.","['RESTAURANT', 'SERVICE', 'FOOD']","['negative', 'positive', 'positive']"
correcto y maxima comodidad.,['RESTAURANT'],['positive']
"Me ha causado una gratisima impresión, tanto en la calidad de sus productos como en el exquisito trato de su personal.","['SERVICE', 'FOOD']","['positive', 'positive']"
Repetiré cuando regrese por Barcelona y ya he recomendado a mis amigos.,['RESTAURANT'],['positive']
Calidad y servicio muy correctos.,"['SERVICE', 'FOOD']","['positive', 'positive']"
Un buen restaurante dentro de la gama media/alta de Barcelona,['RESTAURANT'],['positive']
"Un restaurante muy tranquilo y perfecto para ocasiones especiales con la familia, etc...",['AMBIENCE'],['positive']
Un carta amplia y con mucha variedad.,['FOOD'],['positive']
"El servicio es atento y rápido, sin ser en ningún momento agobiante.",['SERVICE'],['positive']
Para recomendar.,['RESTAURANT'],['positive']
"La calidad de la comida no  corresponde al precio, además las mesas estan demasiado juntas y oyes sin quere todas las conversaciones de alrededor.","['AMBIENCE', 'FOOD']","['negative', 'negative']"
"Definitivamente no volveré, al menos pagando yo.",['RESTAURANT'],['negative']
Se puede resumir en una palabra: Excelente,['RESTAURANT'],['positive']
Muy buena calidad de alimentos y muy bien cocinados.,['FOOD'],['positive']
"Servicio rápido, muy amables.",['SERVICE'],['positive']
No le pongo un 10 por que es un poquito caro pero merece la pena ir.,['RESTAURANT'],['negative']
Debe ser un sitio de referencia siempre.,['RESTAURANT'],['positive']
Fuimos por una recomedación y fue todo un acierto.,['RESTAURANT'],['positive']
La xatonada y las croquetas una delicia.,['FOOD'],['positive']
De segundo recomiendo las gambas sobretodo si te invitan.,['FOOD'],['positive']
Buen servicio y buen ambiente.,"['SERVICE', 'AMBIENCE']","['positive', 'positive']"
"Siempre vamos cuando no sabemos adonde ir para cenar, la comida esta bien y el precio en comparacion vale la pena .","['RESTAURANT', 'FOOD']","['positive', 'positive']"
"El servicio y el trato son sin duda uno de los mejores de BCN, y eso que he probado muchos restaurantes.",['SERVICE'],['positive']
El corte del jamon en lonchas mas finas!,['FOOD'],['negative']
"Impecable, calidad extraordinaria en cuanto al producto, la presentación y el ""punto"".",['FOOD'],['positive']
"El servicio lustroso, impecable, elegante.",['SERVICE'],['positive']
Ninguna pega.,['RESTAURANT'],['positive']
"Como siempre, L'Olivé es una valor seguro.",['RESTAURANT'],['positive']
"Cocina catalana y de mercado, basada en una óptima calidad del producto.",['FOOD'],['positive']
Este restaurante goza de una homogeneidad envidiable.,['RESTAURANT'],['positive']
Nunca les va a defraudar.,['RESTAURANT'],['positive']
Siempre es de una excelencia insuperable.,['RESTAURANT'],['positive']
"El ambiente, la comida, el óptimo servicio y la magnífica relación calidad/precio.","['FOOD', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'positive']"
"Muy caro por la comida que ofrecen, he comido igual o mejor en La Flauta, El Asador de Aranda, etc.",['FOOD'],['negative']
Un restaurante al que no pienso volver.,['RESTAURANT'],['negative']
"Nada que objetar a la comida, ni a la decoración, pero quiero dejar constancia que el servicio no está a la altura de lo que se merecería el restaurante.","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'negative']"
De lo mejor de Barcelona.,['RESTAURANT'],['positive']
Todo excelente.,['RESTAURANT'],['positive']
El precio es elevado pero lo vale.,['RESTAURANT'],['neutral']
"El local muy bien, la calidad de la comida muy buena, servicio  bueno, pero la presentación de los platos, ya que se lo cobra, deja mucho que desear.","['FOOD', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'neutral']"
Otro detalle de mal gusto es que los entretenimientos que ponen al principio te los cobran.,['SERVICE'],['negative']
Como siempre L'Olivé ofrece una cocina catalana y de mercado de una calidad impecable.,['FOOD'],['positive']
El producto siempre es de primera y de una homogeneidad envidiable.,['FOOD'],['positive']
"Su selección de ""para picar"" es destacable: óptimos calamares a la romana y fantásticos boquerones frescos y rebozados.",['FOOD'],['positive']
"Pescados impecables y de una cocción, ya sea a la plancha o al horno, siempre en su punto.",['FOOD'],['positive']
"Unos postres para golosos, destacando una de las mejores ""cremas catalanas"" y un ""tiramisú"" de antología.",['FOOD'],['positive']
La bodega suficiente y con una variedad muy bien escogida y a precios adecuados.,['DRINKS'],['positive']
El ambiente más que agradable y poco ruidoso.,['AMBIENCE'],['positive']
"Es un restaurante para repetir, repetir y repetir.",['RESTAURANT'],['positive']
Excelente !,['RESTAURANT'],['positive']
Muy rica comida y muy buen servicio.,"['SERVICE', 'FOOD']","['positive', 'positive']"
"La comida es buena o muy buena diria, el precio es carillo pero normal en esta zona de Barcelona, ahora bien el servicio es muy mejorable sobre todo que no os toque el camarero de las prisas que quiere que te vayas lo antes posible.","['SERVICE', 'FOOD']","['positive', 'negative']"
por otro lado las mesas están demasiado juntas y hay mucho ruido.,['SERVICE'],['positive']
Pasable.,['RESTAURANT'],['neutral']
Bien.,['RESTAURANT'],['positive']
"Buena cocina y servicio, aunque los camareros van acelerados como si estuvieran apagando un conato de incendio.","['SERVICE', 'FOOD']","['positive', 'negative']"
En realidad están tratando de que dejes la mesa lo antes posible para ocupar un segundo turno.,['SERVICE'],['negative']
No es un chollo en cuanto a precio.,['RESTAURANT'],['negative']
"Nos encantó, llevamos clientes por el trabajo, y cenamos con fines de semana a solas... hasta hace poco volvimos con unos amigos y... qué decepción!!!",['RESTAURANT'],['positive']
"Trato pobre, los precios de los platos no tienen sentido y el local tiene mucho ruido!","['SERVICE', 'AMBIENCE', 'FOOD']","['negative', 'negative', 'negative']"
El servicio deja de desear y sinceramente os dijo que este restaurante ha pasado su mejor momento.,"['RESTAURANT', 'SERVICE']","['negative', 'negative']"
La verdad es que resulta muy caro para lo que recibes.,['RESTAURANT'],['negative']
"Tenia unas expectativas muy altas tras haber estado en el Barcelonta de mismo grupo, sinembargo me decepcionó muchísimo: comida recalentada, mucho ruido, mesas muy cerca, trato frio y desagradable... ","['SERVICE', 'AMBIENCE', 'FOOD']","['negative', 'negative', 'negative']"
No pienso volver.,['RESTAURANT'],['negative']
Mi preferido para celebraciones especiales desde hace muchos años.,['RESTAURANT'],['positive']
Confío en él desde que estaba en la C/Muntaner.,['RESTAURANT'],['positive']
Nunca me falla !!!,['RESTAURANT'],['positive']
Comida aceptable a un precio algo elevado para lo que es.,['FOOD'],['positive']
"Al restaurante le falta una renovación, se ha quedado algo anticuado en todos los sentidos.",['AMBIENCE'],['negative']
"el restaurante es agradable; la comida buena pero un poco cara; el servicio nos trató fatal (febrero 2007); ruidosos, impertinentes, fue imposible disfrutar de la cena.","['FOOD', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'negative']"
"Sin duda, lo peor del restaurante es la decoración, extrañamente alabada por algunos.",['AMBIENCE'],['negative']
"Impersonal, lo peor que le puede pasar a un restaurante que quiere tener voz propia.",['AMBIENCE'],['negative']
"Por lo demás, el servicio bueno dentro de que como decía un político pepero (Cañete) los ""nuevos"" camareros no diferencian un arroz de un fideo... pero por lo menos son eficaces y atentos.",['SERVICE'],['positive']
La comida bien en cuanto calidad y cantidad.,['FOOD'],['positive']
"No se esperen platos extraordinarios, pero son en su mayoria muy buenos (que no es poco).",['FOOD'],['positive']
Debe mejorar muy mucho su carta de vinos.,['DRINKS'],['negative']
"Total; buena comida, con poca capacidad de sorpresa y bastante caro.",['FOOD'],['positive']
Lo han repetido en varias opiniones: el ruido es insufrible!!,['AMBIENCE'],['negative']
"Me encantó el filete de vedella al foie, en general le doy una puntuación de 9.",['FOOD'],['positive']
La carta que sale en internet tendrìa que ser mas extensa.,['FOOD'],['negative']
Y la verdad que lo pasamos estupendo.,['RESTAURANT'],['positive']
"La comida muy pero muy buena, áun me acuerdo del foie y de mangret de pato con salsa de fresa.",['FOOD'],['positive']
Me ha encantado.,['RESTAURANT'],['positive']
"Es verdad que los camareros van con mucha prisa, pero a nosotros nos ha ido bien, porque después de cenar teníamos que ir al teatro, y aun así salimos del restaurante corriendo.",['SERVICE'],['positive']
"no cuiden al client; sorollos, un escandol, ha perdut tot l´encant.¡un desastre!",['SERVICE'],['negative']
"Comida con calidad correcta y en su justa proporcion y precio ay,ay,carta de vinos completa y bien,servicio profesional eficiente,peros:decoracion y ambiente casi retro,cobrar por pan que no pedi y servicio 2,20 €,por persona,pan de coca con tomate 3,20 €,excesivo, los cafes a 2,00,todo mas impuestos no repetire.","['AMBIENCE', 'SERVICE', 'FOOD', 'DRINKS', 'RESTAURANT']","['positive', 'negative', 'positive', 'positive', 'negative']"
Uno de mis restaurantes preferidos.,['RESTAURANT'],['positive']
"Buen ambiente, cocina excelente y decorado atractivo.","['FOOD', 'AMBIENCE']","['positive', 'positive']"
Sobresaliente.,['RESTAURANT'],['positive']
"Estamos hablando de un sitio muy fino situado en el cogollo barcelonés, por tanto, entiendo, que se tiene que reflejar en el precio.","['RESTAURANT', 'AMBIENCE']","['positive', 'positive']"
"Calidad excelente, carta extensísima, servicio atento, instalaciones cuidadísimas y salones privados que ensalzan todo lo dicho.","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
"En definitiva, no se lo pierdan.",['RESTAURANT'],['positive']
La comida no está mal pero por lo que dan es caro.,['FOOD'],['positive']
El local no está mal pero el ambiente es ruidoso.,['AMBIENCE'],['negative']
Soy asidua del restaurante cuando hay celebraciones de empresa o familiares.,['RESTAURANT'],['positive']
La relación calidad/precio es excelente teniendo en cuenta lo que hay por ahí.,['FOOD'],['positive']
Muy recomendable.,['RESTAURANT'],['positive']
"El restaurante es bonito y la comida buena, pero para mi gusto el precio es excesible en relación calidad precio.","['FOOD', 'RESTAURANT', 'AMBIENCE']","['positive', 'negative', 'positive']"
Me habian recomendado este restaurante y la verdad es que valia la pena probar.,['RESTAURANT'],['positive']
"Muy buen trato por parte de todo el personal (correcto, educado y profesional), la comida muy buena y un ambiente relajado en el comedor.","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
"Sencillamente, me ha encantado!",['RESTAURANT'],['positive']
Lo recomiendo!!!!!,['RESTAURANT'],['positive']
"lo recomiendo, se come muy bien calidad, precio excelente que es lo importante, buena bodega.","['DRINKS', 'RESTAURANT', 'FOOD']","['positive', 'positive', 'positive']"
Impecable.,['RESTAURANT'],['positive']
"Cocina, platos y sobre todo el personal extraordinario,  y muy profesional.","['SERVICE', 'FOOD']","['positive', 'positive']"
!Me siento engañado!,['RESTAURANT'],['negative']
"Cenamos mi señora y yo correctamente el servicio la comida también sin ser nada fuera de lo común, los sorbetes fueron mediocres por no decir que no estaban a la altura de lo pagado,  pero no estaba mal hasta aquí todo correcto, sobre las doce y cuarto aparecen “Las Posesas”Se empiezan hacer fotos con algún cliente y a dar vueltas por el local.","['SERVICE', 'FOOD']","['positive', 'neutral']"
"A la una mi mujer y yo ya nos dormíamos esperando el espectáculo prometido y nos fuimos, antes de irme se lo comente a un responsable de barra y ya no me contestaba como al principio con buenas palabras y educación ahora me dice que no es su problema y que el no tenia la culpa que el espectáculo indicado a las 23:30 fuese la una y no hubiese empezado.",['SERVICE'],['negative']
"Poseso me siento engañado reserve una cena con espectáculo y me fui una hora y media mas tarde sin ver el espectáculo, pague 66€ por la cena de dos me podía haber ido a cualquier otro restaurante que por esa cantidad hubiese cenado igual o mejor y me engañaron no disfruté de ningúna actuación.","['RESTAURANT', 'AMBIENCE']","['negative', 'negative']"
Nosotros estuvimos de cena y lo pasamos francamente bien.,['RESTAURANT'],['positive']
Actuaban las Posesas e hicieron un show muy entretenido y divertido tanto en el escenario como cuando están con la gente haciendose fotos son muy simpáticas.,['AMBIENCE'],['positive']
La comida y el servio bien y se agradece que la actuación comience cuando hemos terminado de cenar.,"['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
"Estuve con una amiga este viernes pasado, se lo había recomendado porque ya había estado allí y me pareció un lugar diferente, un sitio para cenar, pasar un rato divertido, tomar alguna copa y cenar algo, bueno, decepción total, el ambiente del restaurante, antes más innovador, ahora se ha convertido en  un restaurante más.","['RESTAURANT', 'AMBIENCE']","['neutral', 'positive']"
"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atención muy buena, el postre, una degustación muy bueno, en definitiva me pareció muy muy caro para lo que cenamos, salimos a 60 € por cabeza.","['RESTAURANT', 'SERVICE', 'FOOD']","['positive', 'negative', 'positive']"
Todo un exceso la verdad.,['RESTAURANT'],['negative']
No pienso volver ,['RESTAURANT'],['negative']
Muy buen restaurante.,['RESTAURANT'],['positive']
"Sirven platos deliciosos, ya sean nuevos o tradicionales.",['FOOD'],['positive']
"El maître nos recomendó dos vinos, un tinto y un blanco, que resultaron un acierto.",['DRINKS'],['positive']
"El ambiente es agradable y el servicio, rápido y atento.","['SERVICE', 'AMBIENCE']","['positive', 'positive']"
"Al servir los platos, el encargado del local da sucintas y pertinentes explicaciones que se agradecen.",['SERVICE'],['positive']
"Un precio razonable, en mi opinión.",['RESTAURANT'],['positive']
Muy recomendable.,['RESTAURANT'],['positive']
Volveremos. ,['RESTAURANT'],['positive']
"<->no es un restaurante ni un cafe de cocina mediterranea, es un ""lugar"" donde tienen una mini carta de tapas ,servidas en unas bandejas en las que dificilmente puedes usar como plato , con una calidad media de las mismas, y que para subsistir ofrecen un menu de nueve euros, A BUEN ENTENDEDOR POCAS PALABRAS BASTAN.",['FOOD'],['negative']
"el servicio muy correcto, la comida muy buena exceoti el tiramisú, que para mi gusto, era amargo.","['SERVICE', 'FOOD']","['positive', 'positive']"
La amabilidad con que se nos trató fue exquisita.,['SERVICE'],['positive']
"La elaboración de los platos para el menú que efrecian de 20€, excepcional.",['FOOD'],['positive']
se esmeran en hacerlo bien,['RESTAURANT'],['positive']
"<->El menu reservado pot Internet, no estaba, eñ aire no funcionabs, mucho calor, el trato del encargado no correcto y la comida , no buena, ni en cantidad.","['SERVICE', 'AMBIENCE', 'FOOD']","['negative', 'negative', 'negative']"
"El restaurante, fenomenal, tanto la comida con el servicio.","['SERVICE', 'FOOD']","['positive', 'positive']"
Si no se aplica descuento es un poco caro.,['RESTAURANT'],['negative']
"Y aunque la comida merece mucho la pena (asi como el servicio), el entorno, local y terraza, podría ser mejor.","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'neutral']"
"Calidad y precio muy razonables, al tener el 30% en el menú (sólo comidas).",['FOOD'],['positive']
